Gene_A	Gene_B	Edge_Multiplexity	Active_Omics
INPPL1	FGF4	2	CNA,MUT
AXL	CD79A	2	CNA,MUT
PIK3CG	IGF1R	2	CNA,MUT
NTRK1	RPS6KA4	2	CNA,MUT
NTRK3	PIK3CG	2	CNA,MUT
AKT1	BTK	2	CNA,MUT
KDR	DOT1L	2	CNA,MUT
DUSP4	PREX2	2	CNA,MUT
PTPRD	DROSHA	2	CNA,MUT
RECQL4	PTPRS	2	CNA,MUT
SDHA	TET1	2	CNA,MUT
FGFR4	PAK7	2	CNA,MUT
KIT	XPO1	2	CNA,MUT
PIK3C3	EPHA5	2	CNA,MUT
CDKN2A	SMAD2	2	CNA,MUT
EZH2	ERCC4	2	CNA,MUT
SETD2	IDH1	2	CNA,MUT
RICTOR	SDHA	2	CNA,MUT
NTRK1	SETDB1	2	CNA,MUT
BRCA2	ERCC5	2	CNA,MUT
CDKN2A	JAK2	2	CNA,MUT
KEAP1	DOT1L	2	CNA,MUT
KDM5C	MUTYH	2	CNA,MUT
CSF1R	ERCC3	2	CNA,MUT
TERT	VEGFA	2	CNA,MUT
ERG	RUNX1	2	CNA,MUT
PARP1	FH	2	CNA,MUT
ARAF	CRLF2	2	CNA,MUT
CDKN2A	SMARCA2	2	CNA,MUT
PDCD1	TERT	2	CNA,MUT
NKX3-1	MAP2K4	2	CNA,MUT
ASXL1	SETD2	2	CNA,MUT
JUN	BRD4	2	CNA,MUT
FGF3	KIT	2	CNA,MUT
PTPRS	DOT1L	2	CNA,MUT
FGF3	INPPL1	2	CNA,MUT
KDM5C	BCOR	2	CNA,MUT
PGR	SESN3	2	CNA,MUT
NFKBIA	PTCH1	2	CNA,MUT
MAP3K13	EIF4A2	2	CNA,MUT
KMT2C	EZH2	2	CNA,MUT
RAD54L	TAP2	2	CNA,MUT
AMER1	FGFR4	2	CNA,MUT
PIK3C3	SMAD2	2	CNA,MUT
STK11	DAXX	2	CNA,MUT
PTPRD	SF3B1	2	CNA,MUT
GRIN2A	SMARCA4	2	CNA,MUT
KRAS	H3F3C	2	CNA,MUT
EPHA7	PARP1	2	CNA,MUT
KMT2B	AXIN2	2	CNA,MUT
KMT2B	SMARCA4	2	CNA,MUT
BTK	RBM10	2	CNA,MUT
KDR	PRDM1	2	CNA,MUT
KMT2B	MEF2B	2	CNA,MUT
SPEN	NEGR1	2	CNA,MUT
EPHA7	DDR2	2	CNA,MUT
NTRK1	SMARCA4	2	CNA,MUT
FGFR1	IL7R	2	CNA,MUT
PRDM14	PREX2	2	CNA,MUT
PTPRD	SPRED1	2	CNA,MUT
PTPRD	TNFAIP3	2	CNA,MUT
NBN	SOX17	2	CNA,MUT
NKX3-1	RAD21	2	CNA,MUT
BAP1	RET	2	CNA,MUT
NKX3-1	BCL2	2	CNA,MUT
RIT1	STK11	2	CNA,MUT
FGFR1	RECQL4	2	CNA,MUT
PIK3CG	BLM	2	CNA,MUT
PRDM14	SMARCA4	2	CNA,MUT
IKZF1	ETV1	2	CNA,MUT
GRIN2A	MTOR	2	CNA,MUT
AKT3	CREBBP	2	CNA,MUT
HGF	AMER1	2	CNA,MUT
PIK3C2G	H3F3C	2	CNA,MUT
FAT1	PTPRD	2	CNA,MUT
TP53	NSD1	2	CNA,MUT
RAD21	KDM5C	2	CNA,MUT
RB1	FOXA1	2	CNA,MUT
IRS2	ERCC5	2	CNA,MUT
TERT	GLI1	2	CNA,MUT
RECQL4	SOX17	2	CNA,MUT
POLD1	SMARCA4	2	CNA,MUT
ATR	MCL1	2	CNA,MUT
INPPL1	CDKN2A	2	CNA,MUT
EIF4A2	PIK3CA	2	CNA,MUT
NCOR1	EPHA5	2	CNA,MUT
PTPRD	NCOA3	2	CNA,MUT
KDM5C	KMT2B	2	CNA,MUT
ASXL1	LZTR1	2	CNA,MUT
PTPRD	PIK3C2G	2	CNA,MUT
SMARCA4	TSC2	2	CNA,MUT
PREX2	RECQL4	2	CNA,MUT
KDM5A	PIK3C2G	2	CNA,MUT
PLK2	PRKD1	2	CNA,MUT
LATS2	SMARCA4	2	CNA,MUT
ASXL2	TSC1	2	CNA,MUT
FLT3	DIS3	2	CNA,MUT
EPHB1	NOTCH2	2	CNA,MUT
WHSC1	FGF4	2	CNA,MUT
PREX2	B2M	2	CNA,MUT
EPHA3	SDHA	2	CNA,MUT
INPP4B	GAB1	2	CNA,MUT
AKT1	FOXL2	2	CNA,MUT
PAK7	RAD51D	2	CNA,MUT
FAT1	SDHA	2	CNA,MUT
PTEN	EGFL7	2	CNA,MUT
RAD21	GATA1	2	CNA,MUT
PTPRD	SDHA	2	CNA,MUT
NTRK1	IKBKE	2	CNA,MUT
AKT2	E2F3	2	CNA,MUT
ASXL1	TOP1	2	CNA,MUT
PLCG2	EPAS1	2	CNA,MUT
BTK	ETV1	2	CNA,MUT
CD79A	FGF4	2	CNA,MUT
RAD21	SMAD4	2	CNA,MUT
KDM5C	SESN2	2	CNA,MUT
KDM6A	RB1	2	CNA,MUT
TCF7L2	PRKD1	2	CNA,MUT
EGFR	PMS2	2	CNA,MUT
FGF3	PGR	2	CNA,MUT
TAP1	PTPRS	2	CNA,MUT
NBN	PAK7	2	CNA,MUT
EZH2	CDKN2A	2	CNA,MUT
FLT3	PTPRD	2	CNA,MUT
POLD1	DNMT1	2	CNA,MUT
STK11	KEAP1	2	CNA,MUT
CCNE1	NUP93	2	CNA,MUT
LYN	RAD21	2	CNA,MUT
DNMT3A	ALK	2	CNA,MUT
AXIN2	PPM1D	2	CNA,MUT
AMER1	MUTYH	2	CNA,MUT
INHBA	PMS2	2	CNA,MUT
NBN	HNF1A	2	CNA,MUT
PREX2	TP53BP1	2	CNA,MUT
TP53	PIK3CG	2	CNA,MUT
SMO	CYSLTR2	2	CNA,MUT
ARAF	GATA1	2	CNA,MUT
POLD1	PPP2R1A	2	CNA,MUT
JUN	TAP2	2	CNA,MUT
ROS1	FYN	2	CNA,MUT
CDKN2A	ETV1	2	CNA,MUT
FLT4	RBM10	2	CNA,MUT
CDK12	RARA	2	CNA,MUT
IRF4	NSD1	2	CNA,MUT
HGF	PIK3CG	2	CNA,MUT
ANKRD11	TEK	2	CNA,MUT
RBM10	GATA1	2	CNA,MUT
PGR	EED	2	CNA,MUT
TERT	PMS2	2	CNA,MUT
MLL2	MLL3	2	CNA,MUT
WHSC1L1	KMT2B	2	CNA,MUT
MYCN	ALK	2	CNA,MUT
KMT2B	DROSHA	2	CNA,MUT
IKZF1	DDR2	2	CNA,MUT
PARP1	CDC73	2	CNA,MUT
ARID1B	NCOA3	2	CNA,MUT
NCOR1	MAP2K4	2	CNA,MUT
MUTYH	PAK7	2	CNA,MUT
PTPRS	MAP2K2	2	CNA,MUT
GRIN2A	SOCS1	2	CNA,MUT
PREX2	YES1	2	CNA,MUT
BTK	MED12	2	CNA,MUT
PIK3CG	MET	2	CNA,MUT
FUBP1	PDGFRA	2	CNA,MUT
HGF	PAK7	2	CNA,MUT
FOXL2	BRCA2	2	CNA,MUT
CIC	ERF	2	CNA,MUT
PARK2	PAX5	2	CNA,MUT
NCOR1	NOTCH3	2	CNA,MUT
AGO2	RECQL4	2	CNA,MUT
FGFR1	SMARCA4	2	CNA,MUT
BCOR	FGFR4	2	CNA,MUT
CASP8	SPRED1	2	CNA,MUT
HGF	MUTYH	2	CNA,MUT
FGFR1	DDR2	2	CNA,MUT
KMT2B	PTPRD	2	CNA,MUT
SMARCA4	DOT1L	2	CNA,MUT
MAP3K13	AKT2	2	CNA,MUT
TP53	NCOR1	2	CNA,MUT
FGFR4	MAPK3	2	CNA,MUT
FOXO1	BRCA2	2	CNA,MUT
PMS2	KLF4	2	CNA,MUT
CDKN2A	CDKN2Ap14ARF	2	CNA,MUT
LYN	PREX2	2	CNA,MUT
IKZF1	FOXA1	2	CNA,MUT
PIK3R1	MAP3K1	2	CNA,MUT
AXL	KMT2B	2	CNA,MUT
FGFR1	PAK7	2	CNA,MUT
LATS2	MPL	2	CNA,MUT
CDK4	GLI1	2	CNA,MUT
AGO2	NBN	2	CNA,MUT
MAP3K13	BRCA2	2	CNA,MUT
PTPRD	PARK2	2	CNA,MUT
PRDM14	SPRED1	2	CNA,MUT
LATS2	GATA3	2	CNA,MUT
HGF	BCOR	2	CNA,MUT
PTPRD	CBL	2	CNA,MUT
CDKN2A	PDCD1LG2	2	CNA,MUT
FLT4	KDM6A	2	CNA,MUT
KDR	FOXP1	2	CNA,MUT
FGFR4	IRF4	2	CNA,MUT
EPHB1	SMYD3	2	CNA,MUT
AXIN1	TSC2	2	CNA,MUT
ELF3	KEAP1	2	CNA,MUT
PTPRS	CDKN2C	2	CNA,MUT
PREX2	RAD21	2	CNA,MUT
NF1	FGFR1	2	CNA,MUT
NF1	NKX3-1	2	CNA,MUT
TP63	SPOP	2	CNA,MUT
PMS2	GNAQ	2	CNA,MUT
MCL1	INSR	2	CNA,MUT
IL7R	RB1	2	CNA,MUT
NOTCH4	PIM1	2	CNA,MUT
EPHA3	EZH2	2	CNA,MUT
BTK	AMER1	2	CNA,MUT
SMAD4	PIK3C3	2	CNA,MUT
FGFR4	PIK3C3	2	CNA,MUT
SMO	SLFN11	2	CNA,MUT
KDM5C	CARD11	2	CNA,MUT
KDM5C	FGFR4	2	CNA,MUT
IRS2	KLF5	2	CNA,MUT
BTK	RB1	2	CNA,MUT
ARAF	MED12	2	CNA,MUT
PIK3C2G	RECQL	2	CNA,MUT
PTEN	FGFR2	2	CNA,MUT
FGFR1	BLM	2	CNA,MUT
FLT3	PDCD1	2	CNA,MUT
RAD21	RBM10	2	CNA,MUT
AKT2	KMT2B	2	CNA,MUT
GATA1	CDKN2A	2	CNA,MUT
NPM1	NSD1	2	CNA,MUT
CYSLTR2	FLT1	2	CNA,MUT
PPM1D	CDK12	2	CNA,MUT
FGFR1	BCOR	2	CNA,MUT
SMARCA4	JAK2	2	CNA,MUT
IKBKE	SPOP	2	CNA,MUT
ARAF	PIK3C2G	2	CNA,MUT
AR	WHSC1	2	CNA,MUT
BCOR	AMER1	2	CNA,MUT
U2AF1	KEAP1	2	CNA,MUT
APC	CSF1R	2	CNA,MUT
CDKN2A	PIK3CB	2	CNA,MUT
PREX2	PTP4A1	2	CNA,MUT
IRS2	DIS3	2	CNA,MUT
MGA	GREM1	2	CNA,MUT
MUTYH	MAP2K2	2	CNA,MUT
IKZF1	ERBB3	2	CNA,MUT
NOTCH3	MPL	2	CNA,MUT
ARAF	RBM10	2	CNA,MUT
SLX4	CREBBP	2	CNA,MUT
SOX2	KDM5A	2	CNA,MUT
FGFR1	ARID2	2	CNA,MUT
RECQL4	PDGFRA	2	CNA,MUT
SLX4	SOCS1	2	CNA,MUT
NTRK1	NPM1	2	CNA,MUT
YAP1	PAK1	2	CNA,MUT
SOX2	GATA2	2	CNA,MUT
FGF4	SESN3	2	CNA,MUT
ALK	EP300	2	MUT,SV
AMER1	PDCD1	2	CNA,MUT
TERT	FOXA1	2	CNA,MUT
FLT4	PARK2	2	CNA,MUT
PTPRS	BRD4	2	CNA,MUT
TEK	PDCD1LG2	2	CNA,MUT
ERBB2	RARA	2	CNA,MUT
CTCF	NCOA3	2	CNA,MUT
MGA	MITF	2	CNA,MUT
ATRX	YES1	2	CNA,MUT
RECQL4	INHBA	2	CNA,MUT
FGFR4	DROSHA	2	CNA,MUT
MAP2K4	CDKN2A	2	CNA,MUT
WHSC1	PAK7	2	CNA,MUT
TERT	B2M	2	CNA,MUT
SMARCA4	CARM1	2	CNA,SV
KMT2B	FANCC	2	CNA,MUT
CEBPA	PIK3CG	2	CNA,MUT
KRAS	PAK7	2	CNA,MUT
SOX17	GREM1	2	CNA,MUT
FLT3	CDKN2A	2	CNA,MUT
IL7R	TRIP13	2	CNA,MUT
EGFR	CDK4	2	CNA,MUT
NTRK2	TGFBR1	2	CNA,MUT
KDR	CDKN2A	2	CNA,MUT
TP53	SOX9	2	CNA,MUT
GATA3	ERCC5	2	CNA,MUT
BRCA2	RB1	2	CNA,MUT
FANCA	SCG5	2	CNA,MUT
TEK	PTPRD	2	CNA,MUT
RICTOR	IL7R	2	CNA,MUT
MET	SYK	2	CNA,MUT
TSC2	NTHL1	2	CNA,MUT
ARID1B	CDKN2A	2	CNA,MUT
ZRSR2	CDK6	2	CNA,MUT
ASXL2	WT1	2	CNA,MUT
CREBBP	SOCS1	2	CNA,MUT
KIT	MCL1	2	CNA,MUT
INHBA	TGFBR1	2	CNA,MUT
SMAD4	MET	2	CNA,MUT
KMT2A	CBL	2	CNA,MUT
MAP3K1	PRKD1	2	CNA,MUT
PTPRS	RAD54L	2	CNA,MUT
KDR	INPP4A	2	CNA,MUT
SMO	ERCC2	2	CNA,MUT
CDKN2A	PMS1	2	CNA,MUT
NBN	RAD21	2	CNA,MUT
KMT2B	TERT	2	CNA,MUT
ARAF	KDM6A	2	CNA,MUT
NBN	PNRC1	2	CNA,MUT
PIK3CG	GSK3B	2	CNA,MUT
NTRK3	PDGFRB	2	CNA,MUT
BTK	ARAF	2	CNA,MUT
PREX2	SCG5	2	CNA,MUT
LATS2	BRCA2	2	CNA,MUT
KDM5C	JAK2	2	CNA,MUT
KMT2B	SDHAF2	2	CNA,MUT
IL7R	DROSHA	2	CNA,MUT
IRS2	REST	2	CNA,MUT
BTK	NSD1	2	CNA,MUT
FGFR4	PTPRD	2	CNA,MUT
CDKN2Ap14ARF	CDKN2Ap16INK4A	2	CNA,SV
IRS2	FLT3	2	CNA,MUT
KDM5C	KDM5A	2	CNA,MUT
EED	PAK1	2	CNA,MUT
FGFR4	FLT4	2	CNA,MUT
STK11	SOX9	2	CNA,MUT
MAP2K4	TEK	2	CNA,MUT
RAD21	GLI1	2	CNA,MUT
NTRK1	PARP1	2	CNA,MUT
INHBA	DDR2	2	CNA,MUT
PREX2	RECQL	2	CNA,MUT
PTPRT	FGFR1	2	CNA,MUT
RTEL1	SDHA	2	CNA,MUT
SDHA	RB1	2	CNA,MUT
PTPRT	NKX3-1	2	CNA,MUT
NTRK1	FH	2	CNA,MUT
ASXL2	TP53BP1	2	CNA,MUT
AXIN1	TRAF7	2	CNA,MUT
STK11	GNA11	2	CNA,MUT
HGF	MAPK3	2	CNA,MUT
NF1	BLM	2	CNA,MUT
EPHA7	SOX17	2	CNA,MUT
PARP1	IKBKE	2	CNA,MUT
BTK	BCOR	2	CNA,MUT
MAPK1	SDHA	2	CNA,MUT
TERT	H3F3C	2	CNA,MUT
INPPL1	EED	2	CNA,MUT
CCND1	MEN1	2	CNA,MUT
CREBBP	AXIN1	2	CNA,MUT
CCND1	FGF19	2	CNA,MUT
AMER1	ATRX	2	CNA,MUT
EPHA7	SHQ1	2	CNA,MUT
DAXX	SMARCA4	2	CNA,MUT
NTRK1	FGFR1	2	CNA,MUT
NF1	RASA1	2	CNA,MUT
AR	EIF1AX	2	CNA,MUT
FGFR4	SDHA	2	CNA,MUT
FGFR4	RBM10	2	CNA,MUT
PTPRS	TAP2	2	CNA,MUT
EPHB1	PIK3CB	2	CNA,MUT
HGF	KDM5C	2	CNA,MUT
PIK3C2G	ETV6	2	CNA,MUT
FGFR4	AXIN2	2	CNA,MUT
NTRK1	RFWD2	2	CNA,MUT
BTK	GATA1	2	CNA,MUT
CREBBP	TSC2	2	CNA,MUT
CARD11	YAP1	2	CNA,MUT
FOXA1	MPL	2	CNA,MUT
NOTCH2	SMARCD1	2	CNA,MUT
CDKN2A	H3F3C	2	CNA,MUT
NCOA3	NKX2-1	2	CNA,MUT
MDC1	NOTCH3	2	CNA,MUT
NTRK1	KMT2A	2	CNA,MUT
CIC	FGFR3	2	CNA,MUT
CALR	PTPRS	2	CNA,MUT
RBM10	ZRSR2	2	CNA,MUT
FOXO1	ERCC2	2	CNA,MUT
NOTCH4	STK19	2	CNA,MUT
KDM5A	KRAS	2	CNA,MUT
CDKN2A	RAC1	2	CNA,MUT
NOTCH3	DNAJB1	2	CNA,MUT
TERT	SDHA	2	CNA,MUT
NTRK2	KLF4	2	CNA,MUT
ARID5B	TERT	2	CNA,MUT
NKX3-1	MAP3K1	2	CNA,MUT
IRS2	DROSHA	2	CNA,MUT
TCF3	DOT1L	2	CNA,MUT
SOX2	B2M	2	CNA,MUT
PTPRD	IL7R	2	CNA,MUT
CD79B	BRIP1	2	CNA,MUT
KDR	JAK2	2	CNA,MUT
MAP3K13	BCL6	2	CNA,SV
FYN	PNRC1	2	CNA,MUT
SOX17	MGA	2	CNA,MUT
CARD11	TERT	2	CNA,MUT
EIF4A2	CRKL	2	CNA,MUT
IRS1	FGFR4	2	CNA,MUT
NF1	PIK3CG	2	CNA,MUT
ERCC4	TRAF7	2	CNA,MUT
PTEN	CBFB	2	CNA,MUT
EPHB1	PIK3CA	2	CNA,MUT
PIK3CG	CDK6	2	CNA,MUT
FOXO1	ERCC5	2	CNA,MUT
WHSC1	YES1	2	CNA,MUT
STK19	TCF3	2	CNA,MUT
PTPRT	SDHA	2	CNA,MUT
ABL1	NTRK1	2	CNA,MUT
RHEB	RICTOR	2	CNA,MUT
EGFR	IKZF1	2	CNA,MUT
NCOA3	DNMT3B	2	CNA,MUT
EPHA7	MGA	2	CNA,MUT
SOX2	EIF4A2	2	CNA,MUT
TOP1	SRC	2	CNA,MUT
NTRK1	RECQL4	2	CNA,MUT
EPHA3	MAP3K13	2	MUT,SV
NFKBIA	BCL2	2	CNA,MUT
NTRK1	TP63	2	CNA,MUT
FGFR4	KDM6A	2	CNA,MUT
RASA1	NTRK3	2	CNA,MUT
FAT1	FGFR1	2	CNA,MUT
IL7R	SDHA	2	CNA,MUT
AMER1	WHSC1	2	CNA,MUT
CDKN2A	CARD11	2	CNA,MUT
NBN	WHSC1L1	2	CNA,MUT
CEBPA	IL7R	2	CNA,MUT
MST1R	RHOA	2	CNA,MUT
NCOA3	JAK2	2	CNA,MUT
PTPRS	TCF3	2	CNA,MUT
MDC1	INSR	2	CNA,MUT
FGFR1	PRDM14	2	CNA,MUT
APC	RAD50	2	CNA,MUT
CYSLTR2	ERCC5	2	CNA,MUT
KDR	PTPRD	2	CNA,MUT
NFKBIA	TERT	2	CNA,MUT
BCOR	AR	2	CNA,MUT
DUSP4	TP53	2	CNA,MUT
PTEN	PLK2	2	CNA,MUT
MUTYH	WHSC1	2	CNA,MUT
ATRX	PAK7	2	CNA,MUT
PTPRD	RB1	2	CNA,MUT
KIT	KDR	2	CNA,MUT
SMARCA4	KEAP1	2	CNA,MUT
ETV1	PLCG2	2	CNA,MUT
MDC1	HLA-B	2	CNA,MUT
GATA3	ARID5B	2	CNA,MUT
RICTOR	TERT	2	CNA,MUT
WHSC1	PTPRD	2	CNA,MUT
TP53	PARK2	2	CNA,MUT
EPHA7	NOTCH2	2	CNA,MUT
GATA2	SETDB1	2	CNA,MUT
TP63	BCL6	2	CNA,MUT
AKT2	EGFR	2	CNA,MUT
TAP1	MAP2K2	2	CNA,MUT
WHSC1L1	HNF1A	2	CNA,MUT
TERT	RTEL1	2	CNA,MUT
PTPRD	PTCH1	2	CNA,MUT
BARD1	AXIN1	2	CNA,MUT
WT1	JAK2	2	CNA,MUT
KDM5A	BAP1	2	CNA,MUT
SETD2	CENPA	2	CNA,MUT
FGFR1	DROSHA	2	CNA,MUT
EPHA7	NTRK1	2	CNA,MUT
IKZF1	INHBA	2	CNA,MUT
ASXL1	KNSTRN	2	CNA,MUT
DUSP4	DROSHA	2	CNA,MUT
NBN	ARAF	2	CNA,MUT
SF3B1	BCL2	2	CNA,MUT
NCOR1	PTPRD	2	CNA,MUT
FGFR1	ARAF	2	CNA,MUT
CCNE1	KMT2B	2	CNA,MUT
TP63	MCL1	2	CNA,MUT
GATA1	MED12	2	CNA,MUT
APC	PTEN	2	CNA,MUT
PARP1	RIT1	2	CNA,MUT
SLX4	TRAF7	2	CNA,MUT
IKZF1	PMS2	2	CNA,MUT
LATS2	GRIN2A	2	CNA,MUT
IRS2	PIK3C2G	2	CNA,MUT
PGR	MAPK3	2	CNA,MUT
ZRSR2	PIK3CG	2	CNA,MUT
CEBPA	INHBA	2	CNA,MUT
TERT	TRIP13	2	CNA,MUT
AR	TP63	2	CNA,MUT
WHSC1	PDGFRA	2	CNA,MUT
ARAF	FGFR4	2	CNA,MUT
GRIN2A	ARID2	2	CNA,MUT
NOTCH4	MAP2K2	2	CNA,MUT
STK11	SMARCA4	2	CNA,MUT
AR	AURKA	2	CNA,MUT
FLT1	NPM1	2	CNA,MUT
RBM10	ERCC2	2	CNA,MUT
WHSC1L1	BCOR	2	CNA,MUT
EPHA7	PRDM1	2	CNA,MUT
HGF	PTPRT	2	CNA,MUT
TOP1	GNAS	2	CNA,MUT
AGO2	NKX3-1	2	CNA,MUT
RECQL	PAK7	2	CNA,MUT
TERT	CYSLTR2	2	CNA,MUT
IRS2	RBM10	2	CNA,MUT
AXL	EP300	2	MUT,SV
PDCD1	FLT1	2	CNA,MUT
GATA2	MITF	2	CNA,MUT
NTRK1	DDR2	2	CNA,MUT
HGF	NCOA3	2	CNA,MUT
MED12	YES1	2	CNA,MUT
BIRC3	JAK2	2	CNA,MUT
KDM5C	CRLF2	2	CNA,MUT
IRS1	PTPRD	2	CNA,MUT
BRCA2	FLT1	2	CNA,MUT
PRDM14	KDM5C	2	CNA,MUT
CREBBP	MTOR	2	CNA,MUT
GREM1	PNRC1	2	CNA,MUT
FLT3	GATA3	2	CNA,MUT
FGFR1	WHSC1L1	2	CNA,MUT
PAK7	FGFR3	2	CNA,MUT
GRIN2A	TSC2	2	CNA,MUT
JUN	BABAM1	2	CNA,MUT
EPHA7	NBN	2	CNA,MUT
TP63	PRDM1	2	CNA,MUT
AKT2	SOX2	2	CNA,MUT
CARD11	SESN3	2	CNA,MUT
EPHA7	FYN	2	CNA,MUT
NTRK1	CBL	2	CNA,MUT
KMT2B	FGFR4	2	CNA,MUT
PTCH1	NKX2-1	2	CNA,MUT
HGF	RBM10	2	CNA,MUT
CREBBP	TRAF7	2	CNA,MUT
PRDM14	RAD21	2	CNA,MUT
NTRK1	MCL1	2	CNA,MUT
MAP3K13	PRKCI	2	CNA,MUT
AGO2	STK11	2	CNA,MUT
INPPL1	SESN3	2	CNA,MUT
RECQL4	KDM5C	2	CNA,MUT
NBN	FOXP1	2	CNA,MUT
PTEN	PIK3C2G	2	CNA,MUT
MDC1	FLT3	2	CNA,MUT
KIT	DROSHA	2	CNA,MUT
BTK	CARD11	2	CNA,MUT
SDHC	NUF2	2	CNA,MUT
RECQL4	WHSC1	2	CNA,MUT
NCOA3	RB1	2	CNA,MUT
AMER1	GATA3	2	CNA,MUT
GRIN2A	GLI1	2	CNA,MUT
PTPRD	XPO1	2	CNA,MUT
EGFR	ETV1	2	CNA,MUT
BTK	NPM1	2	CNA,MUT
IL7R	DDR2	2	CNA,MUT
FLCN	TEK	2	CNA,MUT
SOX2	PIK3CA	2	CNA,MUT
EPHA7	RFWD2	2	CNA,MUT
EPHB1	INPPL1	2	CNA,MUT
NTRK1	NUF2	2	CNA,MUT
MDC1	DOT1L	2	CNA,MUT
TERT	PLCG2	2	CNA,MUT
NOTCH1	RXRA	2	CNA,MUT
JAK2	FANCC	2	CNA,MUT
AGO2	LATS2	2	CNA,MUT
FGFR1	NKX3-1	2	CNA,MUT
SOX2	INPPL1	2	CNA,MUT
PTPRD	BIRC3	2	CNA,MUT
EIF1AX	GATA1	2	CNA,MUT
PIK3R2	CDK12	2	CNA,MUT
MAP3K13	PIK3CA	2	CNA,MUT
CDKN2A	BIRC3	2	CNA,MUT
TERT	TET1	2	CNA,MUT
FAT1	XPO1	2	CNA,MUT
IKZF1	MCL1	2	CNA,MUT
FGF3	FGF4	2	CNA,MUT
GLI1	PIK3CA	2	CNA,MUT
MLL4	TP63	2	CNA,MUT
MDC1	IRF4	2	CNA,MUT
NOTCH3	VEGFA	2	CNA,MUT
NF1	CARD11	2	MUT,SV
ATM	YAP1	2	CNA,MUT
FOXL2	GATA2	2	CNA,MUT
IGF1R	IDH2	2	CNA,MUT
INHBA	RAC1	2	CNA,MUT
SMAD4	SMAD2	2	CNA,MUT
RAD54L	DOT1L	2	CNA,MUT
TP53	BRD4	2	CNA,MUT
ATRX	PDCD1	2	CNA,MUT
PTEN	RB1	2	CNA,MUT
KDM5A	RAD52	2	CNA,MUT
MSH6	EPAS1	2	CNA,MUT
IKBKE	RFWD2	2	CNA,MUT
MDC1	PIK3C3	2	CNA,MUT
PTPRD	PAX5	2	CNA,MUT
PGR	ATM	2	CNA,MUT
IRS2	CDK8	2	CNA,MUT
LYN	NBN	2	CNA,MUT
