Hugo_Symbol	ABL1	ACVR1	AGO2	AKT1	AKT2	AKT3	ALB	ALK	ALOX12B	AMER1	ANKRD11	APC	AR	ARAF	ARHGAP35	ARID1A	ARID1B	ARID2	ARID5B	ASXL1	ASXL2	ATM	ATR	ATRX	ATXN7	AURKA	AXIN1	AXIN2	AXL	B2M	BAP1	BARD1	BBC3	BCL10	BCL2	BCL6	BCOR	BIRC3	BLM	BMPR1A	BRAF	BRCA1	BRCA2	BRD4	BRIP1	BTK	CALR	CARD11	CASP8	CBFB	CBL	CCND1	CCND2	CCNE1	CD274	CD276	CD79A	CD79B	CDC73	CDH1	CDK12	CDK4	CDK6	CDK8	CDKN1B	CDKN2A	CDKN2B	CDKN2C	CEBPA	CENPA	CHEK2	CIC	CREBBP	CRLF2	CSDE1	CSF1R	CSF3R	CTCF	CTLA4	CTNNB1	CTR9	CXCR4	CYLD	CYSLTR2	DAXX	DCUN1D1	DDR2	DICER1	DIS3	DNAJB1	DNMT1	DNMT3A	DNMT3B	DOT1L	DROSHA	E2F3	EGFL7	EGFR	EIF1AX	EIF4A2	ELF3	EP300	EPAS1	EPCAM	EPHA3	EPHA5	EPHA7	EPHB1	ERBB2	ERBB3	ERBB4	ERCC2	ERCC3	ERCC4	ERCC5	ERF	ERG	ESR1	ETV1	ETV6	EZH1	EZH2	FAM46C	FANCA	FANCC	FAT1	FBXW7	FGF19	FGF3	FGF4	FGFR1	FGFR2	FGFR3	FGFR4	FH	FLCN	FLT1	FLT3	FLT4	FOXA1	FOXL2	FOXO1	FOXP1	FUBP1	FYN	GAB1	GAB2	GATA1	GATA2	GATA3	GLI1	GNAQ	GNAS	GPS2	GRIN2A	GSK3B	H3F3B	HGF	HIST1H3G	HIST3H3	HLA-A	HLA-B	HLA-C	HNF1A	HOXB13	HRAS	ICOSLG	IDH1	IDH2	IGF1	IGF1R	IKBKE	IKZF1	IL10	IL7R	INHA	INHBA	INPP4A	INPP4B	INPPL1	INSR	IRF4	IRS1	IRS2	JAK1	JAK2	JAK3	JUN	KDM5A	KDM5C	KDM6A	KDR	KEAP1	KIT	KLF4	KLF5	KMT2A	KMT2B	KMT2C	KMT2D	KNSTRN	KRAS	LATS1	LATS2	MAD2L2	MALT1	MAP2K1	MAP2K2	MAP2K4	MAP3K1	MAP3K13	MAPK1	MAPK3	MAPKAP1	MAX	MCL1	MDC1	MDM2	MDM4	MED12	MEF2B	MEN1	MET	MGA	MITF	MLH1	MLL2	MLL3	MLL4	MLLT1	MPL	MRE11A	MSH2	MSH3	MSH6	MSI1	MST1	MST1R	MTOR	MUTYH	MYC	MYCN	MYD88	MYOD1	NADK	NBN	NCOA3	NCOR1	NEGR1	NF1	NF2	NFE2L2	NFKBIA	NKX2-1	NKX3-1	NOTCH1	NOTCH2	NOTCH3	NOTCH4	NPM1	NRAS	NSD1	NTRK1	NTRK2	NTRK3	NUF2	PAK1	PAK7	PALB2	PARK2	PARP1	PAX5	PBRM1	PDCD1	PDGFRA	PDGFRB	PGR	PHOX2B	PIK3C2G	PIK3C3	PIK3CA	PIK3CB	PIK3CD	PIK3CG	PIK3R1	PIK3R2	PIK3R3	PLCG2	PLK2	PMS1	PMS2	POLD1	POLE	PPARG	PPM1D	PPP2R1A	PPP4R2	PPP6C	PRDM1	PRDM14	PREX2	PRKAR1A	PRKCI	PRKD1	PTCH1	PTEN	PTP4A1	PTPN11	PTPRD	PTPRS	PTPRT	RAD21	RAD50	RAD51B	RAD51C	RAD51D	RAD54L	RAF1	RARA	RASA1	RB1	RBM10	RECQL	RECQL4	REL	RET	RFWD2	RHOA	RICTOR	RNF43	ROS1	RPS6KA4	RPS6KB2	RPTOR	RRAS	RRAS2	RTEL1	RTEL1-TNFRSF6B	RUNX1	RXRA	SDHA	SDHC	SESN1	SESN3	SETD2	SETD8	SETDB1	SF3B1	SH2B3	SHOC2	SHQ1	SLX4	SMAD2	SMAD3	SMAD4	SMARCA2	SMARCA4	SMARCB1	SMARCE1	SMO	SOCS1	SOS1	SOX17	SOX9	SPEN	SPOP	SPRED1	SPRTN	SRC	STAG2	STAT3	STAT5A	STK11	STK19	SUFU	SYK	TAP1	TAP2	TBX3	TCF3	TCF7L2	TEK	TERT	TET1	TET2	TGFBR1	TGFBR2	TMEM127	TNFAIP3	TOP1	TP53	TP53BP1	TP63	TRAF2	TRAF7	TSC1	TSC2	TSHR	U2AF1	UPF1	VEGFA	VTCN1	WHSC1	WHSC1L1	WT1	WWTR1	XIAP	XPO1	XRCC2	YES1	ZFHX3	ZRSR2
KDR	0	1	0	0	1	1	0	0	2	3	1	7	1	0	0	2	1	1	1	2	1	2	1	2	0	1	1	0	1	1	0	0	0	0	0	1	0	1	2	0	0	1	1	0	0	1	0	1	2	0	2	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	2	1	0	1	1	0	0	0	2	0	0	1	0	0	1	1	0	2	0	1	1	1	0	0	1	0	0	0	0	1	2	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	1	0	1	0	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	1	0	1	2	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	2	1	1	9	0	1	1	0	0	2	3	2	1	9	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	2	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	2	0	0	1	0	2	0	1	1	2	0	1	1	4	1	1	2	1	0	0	2	1	1	0	0	2	0	2	1	0	0	0	1	1	1	0	1	1	1	1	1	1	3	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	2	2	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	2	0	0	0	2	0	0	0	0	2	0	1	0	3	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	2	1	0	1	2	1	2	0	2	1	5	2	1	0	0	1	0	2	0	0	0	1	1	1	1	1	0	1	0	2	1	1
KEAP1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	2	0	1	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	2	0	0	0	0	2	1	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
KIT	0	1	0	0	1	1	0	0	1	1	1	2	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	0	2	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	2	1	0	0	1	1	1	1	2	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1
KLF4	0	1	0	0	1	1	0	0	1	2	2	2	1	0	1	1	1	1	1	2	1	1	2	2	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	2	0	0	1	0	2	1	0	1	0	1	0	1	0	1	1	2	2	0	0	1	1	1	1	1	0	2	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	2	0	0	2	1	1	1	1	0	0	0	0	1	2	1	0	1	1	0	0	0	1	1	0	0	2	0	1	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	2	2	1	2	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	2	0	0	1	2	1	1	2	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	1	1	2	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	2	0	0	1	0	1	0	1	1	1	1	2	1	2	1	2	1	2	0	0	1	1	1	0	0	2	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	2	0	1	0	1	2	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	2	0	0	1	1	0	0	1	0	0	2	1	0	1	2	1	1	1	1	2	1	1	1	0	1	1	1	0	0	0	0	1	2	2	1	1	0	1	0	2	2	1
KLF5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KMT2A	1	0	1	1	0	1	0	1	0	0	2	5	0	1	0	2	1	1	0	1	0	1	0	1	0	0	1	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	2	1	0	2	0	1	0	1	0	0	0	0	1	1	2	0	0	0	2	1	0	1	1	0	0	0	2	1	1	1	1	0	1	0	0	2	1	2	1	0	0	0	0	0	2	0	3	3	1	0	0	0	1	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	2	0	1	1	1	2	0	2	0	0	0	0	0	7	3	2	3	0	7	1	3	1	0	0	1	0	1	0	0	1	1	1	0	2	0	1	2	1	1	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	3	0	0	1	1	0	0	0	0	2	0	2	0	1	0	0	0	1	1	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	1	1	2	1	1	1	1	0	3	1	1	0	1	0	0	1	0	2	0	2	0	2	1	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	1	1	0	0	2	0	0	0	0	3	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	1	0	2	1	2	0	2	0	5	0	1	1	2	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	3	0
KMT2B	1	1	2	2	2	2	0	1	1	3	5	12	2	1	0	6	3	4	2	3	1	4	2	2	0	1	2	1	3	2	2	1	0	1	0	2	3	1	3	0	0	2	3	0	1	2	0	3	1	0	1	1	1	0	1	1	0	0	4	3	2	0	0	1	1	2	0	0	1	1	2	4	2	0	1	3	2	1	1	5	1	0	3	2	1	1	3	0	2	0	1	3	3	2	0	3	0	2	1	0	2	2	1	1	1	6	1	1	2	3	4	1	1	1	2	1	3	3	1	0	1	2	0	3	1	7	3	1	0	0	0	1	0	1	0	5	2	1	4	0	2	1	2	0	1	0	0	1	1	0	2	1	1	0	3	2	0	0	1	0	1	4	1	2	0	1	0	0	0	1	2	2	1	1	2	1	1	2	2	4	3	0	1	3	2	2	3	2	5	2	4	2	2	1	1	0	3	18	5	7	1	18	1	3	1	2	1	1	2	2	0	1	2	1	1	1	2	0	1	4	2	1	3	2	4	2	0	0	0	0	1	0	1	5	2	0	0	3	3	1	1	2	1	0	0	1	2	4	1	4	1	1	1	1	0	3	2	4	3	0	0	1	1	3	1	0	0	2	1	1	1	1	2	1	1	1	2	1	2	1	7	1	3	2	3	2	1	2	2	3	1	4	3	1	2	3	0	0	2	2	3	1	2	2	3	3	1	3	1	6	1	0	2	1	0	0	2	1	1	2	2	1	3	1	2	1	1	0	1	3	2	1	2	3	0	1	2	1	2	1	0	1	0	2	1	1	1	0	3	1	2	2	2	2	2	0	1	0	0	5	1	1	0	5	3	2	0	0	1	0	1	0	1	1	1	2	1	2	1	1	9	2	1	1	3	2	5	0	3	1	12	2	2	2	2	2	1	1	0	1	1	1	3	1	2	2	0	1	1	2	5	1
KMT2C	0	1	2	0	1	1	0	1	1	3	4	18	2	0	1	6	1	2	1	3	1	1	3	4	0	1	3	0	2	1	1	2	1	0	0	1	2	1	2	0	0	2	3	0	1	1	0	4	1	0	2	0	1	0	1	1	1	1	2	5	1	0	1	1	2	1	1	1	2	1	1	3	2	0	1	1	1	1	0	3	1	0	1	1	1	1	1	0	3	0	1	4	1	3	1	2	0	1	0	0	1	4	2	1	2	5	2	0	1	2	3	0	2	2	1	2	2	3	1	0	0	1	0	2	0	4	2	0	0	0	0	0	0	1	0	5	2	1	5	0	1	1	1	0	1	0	0	1	0	0	2	1	1	0	3	2	1	0	1	0	1	4	1	2	0	0	0	0	0	1	2	1	0	1	1	0	1	2	1	4	2	0	1	1	2	1	2	2	3	1	3	3	1	1	2	0	2	5	21	4	1	21	1	1	1	1	1	1	2	2	0	1	1	0	0	1	1	0	1	0	0	0	2	2	1	1	0	0	0	0	1	0	1	4	2	0	1	2	4	1	1	1	0	0	1	1	3	2	2	3	0	1	1	1	0	2	1	2	1	0	0	1	1	2	0	0	0	3	1	0	1	1	3	0	1	1	2	1	2	1	7	1	3	2	2	0	0	1	2	1	0	1	3	0	2	1	1	0	2	1	2	1	1	1	3	3	1	2	2	4	2	0	1	1	0	0	3	1	1	2	1	3	1	1	2	0	0	0	1	2	2	0	1	1	0	1	1	1	1	0	0	1	0	1	3	0	1	0	2	2	2	0	0	1	3	0	1	0	1	3	1	1	1	6	4	1	0	1	1	1	2	0	0	1	1	0	1	1	0	0	8	2	1	1	3	1	6	1	2	2	13	2	1	0	2	1	1	1	0	2	0	1	3	3	1	1	0	1	0	2	4	1
KMT2D	1	1	1	1	2	2	0	1	1	2	4	12	2	1	0	4	3	3	1	3	1	3	1	2	0	1	2	1	3	2	2	0	0	1	0	1	1	1	2	1	1	1	3	1	0	2	0	4	1	0	1	1	1	0	1	1	0	0	5	2	2	0	0	1	1	2	0	0	1	1	1	3	2	0	1	2	2	1	1	5	1	0	3	1	1	1	3	0	2	1	1	5	3	2	0	1	0	2	1	0	2	2	2	0	2	4	1	1	2	4	2	1	0	1	2	2	2	2	1	0	1	3	0	2	0	5	6	1	0	0	0	1	0	1	0	3	2	1	6	0	0	1	2	0	1	0	0	1	0	0	2	1	1	0	3	2	0	0	0	0	0	2	1	2	0	1	1	1	0	1	3	3	1	1	2	0	0	1	2	3	2	0	1	4	1	3	2	2	6	2	3	2	1	1	1	0	3	7	4	19	1	19	3	3	1	2	1	1	1	2	0	1	2	1	1	1	2	0	1	3	1	1	2	2	3	1	0	0	0	0	2	0	1	3	2	0	0	3	4	1	1	2	1	1	0	1	1	4	1	3	0	1	1	1	0	2	2	3	4	0	0	2	1	2	2	0	0	1	0	1	1	0	2	1	1	2	2	0	2	1	8	1	2	2	3	2	1	2	2	2	2	4	4	1	2	3	0	0	1	2	3	1	2	1	3	3	1	2	1	5	0	0	2	1	0	0	1	1	1	2	3	1	3	1	1	1	1	0	1	3	2	3	2	2	0	1	1	0	2	1	0	1	0	2	2	1	1	0	3	1	2	2	2	1	5	0	1	0	0	5	1	1	0	3	3	2	0	0	1	0	1	0	1	1	1	2	1	2	0	1	6	1	1	1	3	3	5	0	3	1	12	2	2	2	2	2	1	1	0	1	0	1	2	1	1	2	0	1	1	2	4	1
KNSTRN	0	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	2	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	2	2	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	2	1	0	1	1	1	1	1	1	1	0	0	2	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	2	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1
KRAS	2	2	5	5	3	2	1	8	5	32	10	302	10	1	2	26	10	5	3	10	4	19	5	14	1	3	5	8	7	3	5	7	2	2	1	2	12	1	4	4	5	5	13	5	4	2	1	17	4	2	4	1	1	1	2	1	1	1	9	6	4	1	2	4	6	3	3	1	2	1	2	8	9	1	2	6	5	4	2	39	3	1	6	4	2	1	3	3	6	1	4	7	6	9	6	4	1	5	2	1	8	11	4	3	8	16	10	5	15	13	15	2	4	3	2	3	3	8	1	1	2	3	1	4	1	19	50	2	3	1	1	2	2	5	1	9	6	4	12	1	2	2	10	1	2	1	2	3	3	1	6	1	3	1	22	3	1	6	3	1	3	6	2	4	2	1	1	5	2	3	9	6	8	1	5	2	7	3	4	6	4	3	5	8	3	5	4	7	10	3	10	9	2	2	2	1	7	18	21	19	2	370	4	9	2	4	2	1	8	10	2	2	2	2	4	1	4	1	3	10	2	3	5	14	6	3	2	1	1	1	4	2	2	9	4	1	1	5	18	3	2	2	2	2	1	2	4	8	5	11	3	2	4	1	1	6	5	14	7	1	1	5	8	3	6	1	2	7	2	3	3	3	9	2	3	2	4	3	8	3	88	1	7	14	12	5	3	11	3	6	5	5	6	1	3	5	1	1	4	2	9	2	3	8	5	19	2	5	9	25	21	2	6	1	1	1	5	3	2	5	5	11	3	4	5	8	4	1	2	9	8	6	3	7	1	1	3	3	5	3	3	1	1	2	11	2	4	1	4	2	4	9	26	23	75	2	6	1	1	7	1	4	6	41	12	3	1	1	2	2	3	2	2	1	1	3	2	4	6	4	39	6	2	4	10	11	17	1	5	3	263	4	3	4	5	4	8	4	1	3	1	1	6	5	6	4	1	3	1	5	13	1
LATS1	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	1	0	0	1	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	1	1	1	3	0	4	4	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	3	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
LATS2	2	0	1	1	0	1	0	1	0	0	2	6	0	1	0	3	2	2	0	2	0	1	0	1	0	0	1	2	2	0	3	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	2	2	0	0	2	1	1	1	2	1	0	2	1	1	0	1	1	0	0	0	1	1	3	0	0	1	2	1	0	1	1	0	1	0	3	1	1	2	1	0	1	0	0	2	1	2	1	0	0	0	0	0	2	0	3	2	1	0	0	0	2	0	0	0	2	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	1	1	1	0	2	0	1	1	2	2	0	2	0	0	0	0	0	3	3	1	3	0	9	1	9	1	1	0	1	0	2	0	0	1	1	1	0	2	0	0	2	1	1	1	3	2	1	1	1	1	0	0	0	0	2	2	0	0	3	1	0	1	1	1	0	0	0	0	3	0	2	0	1	0	0	0	1	1	1	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	2	2	1	1	1	0	3	1	1	0	1	0	0	1	0	3	0	2	0	3	1	0	1	0	3	0	0	0	1	0	0	1	0	0	1	0	0	2	1	0	1	0	1	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	2	0	1	1	0	0	1	0	0	0	0	3	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	1	1	2	2	3	0	2	1	7	0	1	1	2	1	1	0	0	1	0	0	0	0	0	1	0	0	1	2	2	0
MAD2L2	1	0	0	0	0	0	0	0	0	1	2	1	0	1	1	2	1	0	0	2	0	1	1	2	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	2	0	1	0	2	0	0	0	1	0	0	1	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	2	0	0	0	1	0	1	1	1	1	0	2	1	1	2	0	0	0	0	1	0	0	1	1	1	0	2	0	0	1	1	1	1	2	1	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	1	0	1	0	2	1	1	1	0	0	0	1	2	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	2	2	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	2	0	2	1	0	1	2	0	1	1	1	1	2	0	0	0	0	0	1	1	0	1	0	0	0	2	1	0
