Gene_A	Gene_B	Edge_Multiplexity	Active_Omics
FLT1	PARP1	2	CNA,MUT
KMT2B	ETV1	2	CNA,MUT
NOTCH3	ZRSR2	2	CNA,MUT
AGO2	RECQL	2	CNA,MUT
RASA1	PIK3C3	2	CNA,MUT
IRS2	MAPK3	2	CNA,MUT
TCF7L2	MAPK3	2	CNA,MUT
ASXL1	IRS2	2	CNA,MUT
AGO2	MYC	2	CNA,MUT
ERBB2	RET	2	CNA,MUT
CREBBP	NKX3-1	2	CNA,MUT
NCOA3	NBN	2	CNA,MUT
FGFR1	FLT1	2	CNA,MUT
PIK3R1	CYLD	2	CNA,MUT
CREBBP	SLX4	2	CNA,MUT
ASXL1	AURKA	2	CNA,MUT
PTPRS	TCF3	2	CNA,MUT
BCOR	KDM5C	2	CNA,MUT
FGFR1	NOTCH2	2	CNA,MUT
FGFR1	MSH3	2	CNA,MUT
NCOR1	FLCN	2	CNA,MUT
PIK3C3	SMAD4	2	CNA,MUT
DOT1L	INSR	2	CNA,MUT
DIS3	PTPRT	2	CNA,MUT
POLE	RECQL	2	CNA,MUT
DOT1L	ARAF	2	CNA,MUT
CARD11	YES1	2	CNA,MUT
FGFR1	TOP1	2	CNA,MUT
FLT3	NCOA3	2	CNA,MUT
LATS2	RTEL1	2	CNA,MUT
PIK3C2G	RAD52	2	CNA,MUT
BRCA2	RB1	2	CNA,MUT
FGFR1	FLT3	2	CNA,MUT
DNMT3B	FGFR1	2	CNA,MUT
AKT3	DDR2	2	CNA,MUT
FLCN	FLT1	2	CNA,MUT
PTPRT	TOP1	2	CNA,MUT
CDK8	FLT3	2	CNA,MUT
CEBPA	KMT2B	2	CNA,MUT
MALT1	NKX3-1	2	CNA,MUT
AGO2	FLT1	2	CNA,MUT
FGFR1	MYC	2	CNA,MUT
PAK7	GNAS	2	CNA,MUT
LATS2	CYSLTR2	2	CNA,MUT
ASXL1	SRC	2	CNA,MUT
KDM5A	PIK3C2G	2	CNA,MUT
TOP1	IRS2	2	CNA,MUT
LATS2	EGFR	2	CNA,MUT
MSH3	NOTCH2	2	CNA,MUT
TET1	AURKA	2	CNA,MUT
FGFR1	TNFAIP3	2	CNA,MUT
ERBB2	CDK12	2	CNA,MUT
SMARCA4	ELF3	2	CNA,MUT
FGFR1	PARP1	2	CNA,MUT
TOP1	WHSC1L1	2	CNA,MUT
AGO2	DNMT3B	2	CNA,MUT
DIS3	RB1	2	CNA,MUT
POLE	AGO2	2	CNA,MUT
BRCA2	FLT3	2	CNA,MUT
DIS3	RAD52	2	CNA,MUT
DIS3	CCND2	2	CNA,MUT
FLCN	INSR	2	CNA,MUT
BRCA2	FOXO1	2	CNA,MUT
RECQL	KDM5A	2	CNA,MUT
MYC	RAD52	2	CNA,MUT
DNMT3B	MYC	2	CNA,MUT
DIS3	RTEL1	2	CNA,MUT
KLF4	AXIN1	2	CNA,MUT
RB1	CYSLTR2	2	CNA,MUT
AGO2	FLT3	2	CNA,MUT
MYC	NBN	2	CNA,MUT
PTEN	BMPR1A	2	CNA,MUT
PMS1	ZRSR2	2	CNA,MUT
LATS2	RECQL	2	CNA,MUT
CYLD	ERCC4	2	CNA,MUT
ASXL1	NBN	2	CNA,MUT
FLT1	RECQL	2	CNA,MUT
AKT2	MALT1	2	CNA,MUT
RB1	FOXO1	2	CNA,MUT
NBN	PAK7	2	CNA,MUT
ASXL1	NCOA3	2	CNA,MUT
AGO2	PAX5	2	CNA,MUT
DNMT3B	IRS2	2	CNA,MUT
INSR	NOTCH2	2	CNA,MUT
CYLD	MAPK3	2	CNA,MUT
KDM5A	RAD52	2	CNA,MUT
PTPRS	ELF3	2	CNA,MUT
DNMT3B	RET	2	CNA,MUT
DIS3	FOXO1	2	CNA,MUT
DDR2	PARP1	2	CNA,MUT
FGF19	FGF4	2	CNA,MUT
FLT3	PIK3C3	2	CNA,MUT
MALT1	BCL2	2	CNA,MUT
NCOA3	IRS2	2	CNA,MUT
KMT2B	PMS2	2	CNA,MUT
MSH3	ERCC4	2	CNA,MUT
ASXL1	CCND2	2	CNA,MUT
FGFR1	NCOA3	2	CNA,MUT
MSH3	PIK3R1	2	CNA,MUT
RB1	ELF3	2	CNA,MUT
EGFR	PARP1	2	CNA,MUT
MALT1	SMAD2	2	CNA,MUT
PIK3C2G	CDKN1B	2	CNA,MUT
NKX3-1	PIK3C3	2	CNA,MUT
FLT1	PIK3C3	2	CNA,MUT
BRCA2	PARP1	2	CNA,MUT
SMAD4	SDHA	2	CNA,MUT
PTPRS	KDM5A	2	CNA,MUT
IRS2	AURKA	2	CNA,MUT
SMARCA4	TCF3	2	CNA,MUT
LATS2	RECQL4	2	CNA,MUT
CDK8	FLT1	2	CNA,MUT
DIS3	FLT3	2	CNA,MUT
AGO2	EGFR	2	CNA,MUT
PTPRT	PAK7	2	CNA,MUT
FGFR1	ERCC4	2	CNA,MUT
FLT1	RECQL4	2	CNA,MUT
AURKA	PDGFRB	2	CNA,MUT
AGO2	RTEL1	2	CNA,MUT
DIS3	CYSLTR2	2	CNA,MUT
SMAD2	PIK3C3	2	CNA,MUT
TSC1	SMAD4	2	CNA,MUT
INHBA	PMS2	2	CNA,MUT
RNF43	AXIN2	2	CNA,MUT
BRCA2	CYSLTR2	2	CNA,MUT
DNMT3B	TET1	2	CNA,MUT
MYC	RAD21	2	CNA,MUT
KDM5A	CCND2	2	CNA,MUT
LATS2	BRCA2	2	CNA,MUT
NKX3-1	ERCC4	2	CNA,MUT
SLX4	TSC2	2	CNA,MUT
FLT1	NKX3-1	2	CNA,MUT
BRCA2	EGFR	2	CNA,MUT
NCOA3	PAK7	2	CNA,MUT
PTPRS	FLCN	2	CNA,MUT
LATS2	DIS3	2	CNA,MUT
DNMT3B	GNAS	2	CNA,MUT
ARID2	FGFR1	2	CNA,MUT
BRCA2	IRS2	2	CNA,MUT
BCOR	CDKN2A	2	CNA,MUT
CDK8	DIS3	2	CNA,MUT
FLT3	RB1	2	CNA,MUT
MYC	NCOA3	2	CNA,MUT
CREBBP	AXIN1	2	CNA,MUT
PIK3R1	WHSC1L1	2	CNA,MUT
AGO2	FLCN	2	CNA,MUT
PTEN	TET1	2	CNA,MUT
CEBPA	YES1	2	CNA,MUT
CREBBP	KLF4	2	CNA,MUT
NOTCH1	TRAF2	2	CNA,MUT
FLCN	ELF3	2	CNA,MUT
NCOR1	FLT1	2	CNA,MUT
PTPRS	INSR	2	CNA,MUT
AGO2	NCOA3	2	CNA,MUT
LATS2	AGO2	2	CNA,MUT
BRCA2	CDK8	2	CNA,MUT
PTEN	KDM5A	2	CNA,MUT
FGF19	CCND1	2	CNA,MUT
NKX3-1	NOTCH2	2	CNA,MUT
CARD11	CEBPA	2	CNA,MUT
ASXL1	TOP1	2	CNA,MUT
MYC	CCND2	2	CNA,MUT
NCOA3	RTEL1	2	CNA,MUT
CARD11	KMT2B	2	CNA,MUT
AKT2	CARD11	2	CNA,MUT
FGFR1	MAPK3	2	CNA,MUT
PIK3R1	MAPK3	2	CNA,MUT
DNMT3B	PAK7	2	CNA,MUT
NKX3-1	CYLD	2	CNA,MUT
AURKA	CSF1R	2	CNA,MUT
MYC	CDKN2A	2	CNA,MUT
NCOR1	AGO2	2	CNA,MUT
PTPRS	ARAF	2	CNA,MUT
FLT3	NKX3-1	2	CNA,MUT
AXIN2	NF1	2	CNA,MUT
CCND2	RAD52	2	CNA,MUT
POLE	CARD11	2	CNA,MUT
MYC	TOP1	2	CNA,MUT
PTEN	PIK3C2G	2	CNA,MUT
BRCA2	ERCC5	2	CNA,MUT
BRCA2	TNFAIP3	2	CNA,MUT
PIK3R1	NOTCH2	2	CNA,MUT
BRCA2	CARD11	2	CNA,MUT
CARD11	PMS2	2	CNA,MUT
AGO2	MSH3	2	CNA,MUT
RB1	IRS2	2	CNA,MUT
ERCC4	NEGR1	2	CNA,MUT
LATS2	POLE	2	CNA,MUT
AKT2	CEBPA	2	CNA,MUT
CEBPA	PIK3C2G	2	CNA,MUT
SMAD2	APC	2	CNA,MUT
RECQL4	MAPK3	2	CNA,MUT
AKT2	SMAD2	2	CNA,MUT
SOX17	MYC	2	CNA,MUT
POLE	FLT1	2	CNA,MUT
ASXL1	PTPRT	2	CNA,MUT
PTEN	RAD52	2	CNA,MUT
NCOA3	TOP1	2	CNA,MUT
RECQL	PIK3C2G	2	CNA,MUT
ASXL1	PAK7	2	CNA,MUT
ELF3	CDKN1B	2	CNA,MUT
FLT3	FOXO1	2	CNA,MUT
CCND2	CDKN1B	2	CNA,MUT
RNF43	NF1	2	CNA,MUT
KDM5A	JUN	2	CNA,MUT
DNMT3B	NCOA3	2	CNA,MUT
MYC	PAK7	2	CNA,MUT
PTPRT	RTEL1	2	CNA,MUT
DNMT3B	NBN	2	CNA,MUT
LATS2	MYC	2	CNA,MUT
NOTCH1	RXRA	2	CNA,MUT
FLT1	FLT3	2	CNA,MUT
BCOR	KDM5A	2	CNA,MUT
NCOA3	PTPRT	2	CNA,MUT
FLCN	SMARCA4	2	CNA,MUT
PTEN	PMS2	2	CNA,MUT
ASXL1	TET1	2	CNA,MUT
IRS2	FOXO1	2	CNA,MUT
TET1	MTOR	2	MUT,SV
FLT3	PARP1	2	CNA,MUT
ASXL1	KDM5A	2	CNA,MUT
FLT1	CYSLTR2	2	CNA,MUT
CDKN2A	TEK	2	CNA,MUT
PMS2	ETV1	2	CNA,MUT
FLT3	CCND2	2	CNA,MUT
CIC	NOTCH3	2	MUT,SV
FLT3	CYSLTR2	2	CNA,MUT
LATS2	FLT3	2	CNA,MUT
KDM5A	CDKN1B	2	CNA,MUT
KMT2B	YES1	2	CNA,MUT
BCOR	ARAF	2	CNA,MUT
INHBA	ETV1	2	CNA,MUT
FLT3	TNFAIP3	2	CNA,MUT
CSF1R	PDGFRB	2	CNA,MUT
LATS2	FLCN	2	CNA,MUT
AGO2	TET1	2	CNA,MUT
MYC	RARA	2	CNA,MUT
LATS2	TOP1	2	CNA,MUT
PTPRT	NBN	2	CNA,MUT
DNMT3B	PTPRT	2	CNA,MUT
LATS2	ERCC5	2	CNA,MUT
MALT1	PIK3C3	2	CNA,MUT
CYLD	NOTCH2	2	CNA,MUT
ARAF	INSR	2	CNA,MUT
TET1	ARID5B	2	CNA,MUT
FLT1	TOP1	2	CNA,MUT
NBN	TOP1	2	CNA,MUT
CYSLTR2	IRS2	2	CNA,MUT
AGO2	CDK8	2	CNA,MUT
IRS2	CCND2	2	CNA,MUT
NKX3-1	INSR	2	CNA,MUT
FGFR1	INSR	2	CNA,MUT
PTEN	ARID5B	2	CNA,MUT
CDK8	FOXO1	2	CNA,MUT
AKT2	PMS2	2	CNA,MUT
ARAF	RBM10	2	CNA,MUT
INSR	RAD50	1	MUT
KMT2D	LATS2	1	MUT
NTRK3	CDH1	1	MUT
SETD2	INSR	1	MUT
MITF	ERBB4	1	MUT
PREX2	ERG	1	MUT
NCOA3	E2F3	1	MUT
DNMT3B	PREX2	1	MUT
KDM5A	RASA1	1	MUT
PIK3CA	KLF4	1	MUT
RAD50	RPTOR	1	MUT
DDR2	RUNX1	1	MUT
SMARCA4	CIC	1	MUT
KMT2B	FANCA	1	MUT
WHSC1	IRS2	1	MUT
ARID2	CDC73	1	MUT
BRCA1	JAK1	1	MUT
RNF43	CTCF	1	MUT
ZFHX3	PMS1	1	MUT
RAD54L	PTPRD	1	MUT
CTR9	TCF7L2	1	MUT
RAD54L	E2F3	1	MUT
KDM5A	PTPRD	1	MUT
FAT1	TCF3	1	MUT
ZFHX3	BARD1	1	MUT
NBN	DCUN1D1	1	MUT
EP300	DNMT3A	1	MUT
CIC	TNFAIP3	1	MUT
SPEN	PREX2	1	MUT
CYLD	CDC73	1	MUT
FAT1	RECQL	1	MUT
PTPRS	RAD54L	1	MUT
PTEN	INPPL1	1	MUT
EP300	ERBB4	1	MUT
NOTCH3	DDR2	1	MUT
INPPL1	MITF	1	MUT
BAP1	ATM	1	MUT
RPTOR	ERCC3	1	MUT
AR	SLX4	1	MUT
ALOX12B	AR	1	MUT
PTPRT	TSC2	1	MUT
IRS1	RPTOR	1	MUT
SOX17	EPHA5	1	MUT
CIC	NSD1	1	MUT
PIK3C2G	KIT	1	MUT
IGF1R	CTNNB1	1	MUT
ERBB4	NTRK2	1	MUT
ARID1A	JAK3	1	MUT
NCOR1	BCOR	1	MUT
BAP1	WWTR1	1	MUT
KMT2D	PLCG2	1	MUT
PMS2	ANKRD11	1	MUT
PTEN	INHBA	1	MUT
TET2	TP53BP1	1	MUT
PIK3C2G	TET2	1	MUT
MGA	NOTCH1	1	MUT
RNF43	YES1	1	MUT
CARD11	RASA1	1	MUT
PTPRS	EPHA5	1	MUT
ALK	AXIN2	1	MUT
AR	INPP4A	1	MUT
ATRX	PTPRS	1	MUT
AXIN2	ATM	1	MUT
ATRX	ELF3	1	MUT
HLA-B	FLT4	1	MUT
ATRX	SETD2	1	MUT
INSR	NF1	1	MUT
NOTCH4	RPS6KA4	1	MUT
MGA	NSD1	1	MUT
CREBBP	TNFAIP3	1	MUT
SPEN	FLT4	1	MUT
ANKRD11	DROSHA	1	MUT
CTNNB1	PPP2R1A	1	MUT
TET1	PIK3CB	1	MUT
FLCN	EP300	1	MUT
BCOR	NOTCH3	1	MUT
RICTOR	PIK3C2G	1	MUT
SH2B3	TAP2	1	MUT
RNF43	CYLD	1	MUT
PMS2	INPP4B	1	MUT
INPP4A	INPP4B	1	MUT
AR	PIK3CA	1	MUT
RNF43	HNF1A	1	MUT
FLT4	MSH6	1	MUT
PTPRS	KDM5C	1	MUT
NOTCH4	DDR2	1	MUT
JAK2	POLE	1	MUT
CYSLTR2	ERBB4	1	MUT
CREBBP	PMS2	1	MUT
ARID2	BCOR	1	MUT
MED12	CIC	1	MUT
PTEN	AXIN1	1	MUT
TSC1	IKBKE	1	MUT
ATRX	EP300	1	MUT
BCOR	ANKRD11	1	MUT
EPHA5	MSH3	1	MUT
NOTCH1	RPS6KA4	1	MUT
FAT1	GRIN2A	1	MUT
NBN	PIK3C2G	1	MUT
KMT2D	LATS1	1	MUT
PTPRS	NOTCH2	1	MUT
NOTCH4	CYLD	1	MUT
CIC	RAD50	1	MUT
ASXL1	DIS3	1	MUT
NOTCH4	CTCF	1	MUT
FLT3	ETV1	1	MUT
ERF	CTNNB1	1	MUT
PLCG2	NKX2-1	1	MUT
ARID1A	INPP4A	1	MUT
ARID2	TCF7L2	1	MUT
ARID1A	MSH6	1	MUT
CREBBP	RNF43	1	MUT
BAP1	SPEN	1	MUT
ESR1	NOTCH3	1	MUT
BRCA2	RPTOR	1	MUT
EPHB1	RAD50	1	MUT
ATRX	KMT2C	1	MUT
RECQL	ERG	1	MUT
CTNNB1	CYSLTR2	1	MUT
FLT3	ALOX12B	1	MUT
TGFBR2	ERG	1	MUT
EPHA7	GRIN2A	1	MUT
FAT1	EP300	1	MUT
NKX2-1	PRKD1	1	MUT
MSH6	POLD1	1	MUT
POLE	RASA1	1	MUT
NCOR1	B2M	1	MUT
TGFBR2	RUNX1	1	MUT
MED12	KMT2B	1	MUT
PLCG2	SMARCA4	1	MUT
ARID1A	TRAF2	1	MUT
NOTCH3	BCL10	1	MUT
EPHA5	WHSC1	1	MUT
BRCA1	INSR	1	MUT
CTNNB1	ETV1	1	MUT
MED12	ERBB3	1	MUT
ANKRD11	SH2B3	1	MUT
NOTCH4	TOP1	1	MUT
RAD54L	BLM	1	MUT
EPHA7	EP300	1	MUT
BRCA2	PBRM1	1	MUT
ANKRD11	KDM6A	1	MUT
CREBBP	CDKN2A	1	MUT
IRS2	PPP2R1A	1	MUT
NOTCH3	RPS6KA4	1	MUT
CREBBP	NOTCH1	1	MUT
EPHA5	BCOR	1	MUT
PIK3R1	PIK3CD	1	MUT
NOTCH3	AXIN2	1	MUT
IRS1	RBM10	1	MUT
TET1	POLD1	1	MUT
WHSC1	CARD11	1	MUT
TSC1	ASXL2	1	MUT
ANKRD11	BLM	1	MUT
FAT1	SLX4	1	MUT
RNF43	NOTCH2	1	MUT
EP300	RASA1	1	MUT
INPPL1	CTNNB1	1	MUT
DNMT3B	ASXL2	1	MUT
FLT1	CDH1	1	MUT
ABL1	ASXL1	1	MUT
KMT2D	IKBKE	1	MUT
SYK	GRIN2A	1	MUT
RFWD2	RPS6KA4	1	MUT
TCF7L2	BCL10	1	MUT
EPHA5	ATR	1	MUT
FLT4	CTLA4	1	MUT
DOT1L	PIK3CG	1	MUT
NOTCH4	RFWD2	1	MUT
AMER1	KLF4	1	MUT
NOTCH4	KDM5A	1	MUT
FAT1	MSH6	1	MUT
SMARCA4	INPP4B	1	MUT
MALT1	AR	1	MUT
SYK	RECQL	1	MUT
ATRX	RAD54L	1	MUT
POLE	GSK3B	1	MUT
KDR	ROS1	1	MUT
ZFHX3	RPTOR	1	MUT
IGF1R	SETD2	1	MUT
FLT1	PIK3C2G	1	MUT
PTPRT	SETD2	1	MUT
ARID1A	DNMT3A	1	MUT
WWTR1	EPHA3	1	MUT
JAK2	FLCN	1	MUT
ARID1B	MAP3K1	1	MUT
ARID1B	CSF1R	1	MUT
RICTOR	BLM	1	MUT
NOTCH3	RET	1	MUT
TCF7L2	PRDM14	1	MUT
INPPL1	PIK3CD	1	MUT
NOTCH4	RB1	1	MUT
EP300	PTPRD	1	MUT
INHBA	SMARCA4	1	MUT
DDR2	EZH2	1	MUT
POLE	ERBB2	1	MUT
AR	ERBB4	1	MUT
NOTCH4	KDM5C	1	MUT
CIC	EP300	1	MUT
BLM	EP300	1	MUT
CDC73	ATR	1	MUT
FAT1	PMS1	1	MUT
IGF1R	PIK3CB	1	MUT
POLE	WWTR1	1	MUT
DOT1L	SYK	1	MUT
NCOA3	CCND2	1	MUT
IGF1R	PTPRS	1	MUT
TCF7L2	WT1	1	MUT
INPPL1	PMS2	1	MUT
IRS1	BCL10	1	MUT
AR	DNMT3A	1	MUT
AMER1	PIK3CD	1	MUT
SETD2	TOP1	1	MUT
PTPRS	IKBKE	1	MUT
ATRX	EPHA7	1	MUT
CDKN2A	AR	1	MUT
SPEN	PAK7	1	MUT
DIS3	EP300	1	MUT
ASXL2	CSF1R	1	MUT
NCOA3	ATM	1	MUT
ABL1	POLE	1	MUT
IKBKE	KDM5C	1	MUT
NCOR1	IRS2	1	MUT
NOTCH3	GLI1	1	MUT
PIK3R1	ANKRD11	1	MUT
ERBB3	TSC2	1	MUT
POLE	ZFHX3	1	MUT
CDC73	IKBKE	1	MUT
DOT1L	MGA	1	MUT
ASXL2	ERBB2	1	MUT
KDR	INPP4B	1	MUT
NCOA3	NF1	1	MUT
FAT1	INPP4A	1	MUT
MED12	MITF	1	MUT
NOTCH4	MET	1	MUT
CDH1	PREX2	1	MUT
CIC	CDKN2A	1	MUT
GRIN2A	MAP2K4	1	MUT
IGF1R	KLF4	1	MUT
DNMT3B	DNMT3A	1	MUT
AGO2	IRS1	1	MUT
POLE	KMT2B	1	MUT
ATM	PTPRD	1	MUT
POLE	ASXL2	1	MUT
HLA-B	PIK3R1	1	MUT
EGFR	RPTOR	1	MUT
TET2	ATR	1	MUT
ARID2	PAK7	1	MUT
BRCA2	CSF1R	1	MUT
MSH6	SLX4	1	MUT
POLE	TGFBR2	1	MUT
JAK2	AGO2	1	MUT
ARID2	ASXL1	1	MUT
KMT2D	POLD1	1	MUT
AMER1	FGFR4	1	MUT
KMT2D	EPHA7	1	MUT
BRCA2	PIK3CD	1	MUT
PIK3C2G	CDC73	1	MUT
CARD11	PTPRD	1	MUT
FAT1	FLT4	1	MUT
BRCA1	NF1	1	MUT
ARID1B	RPTOR	1	MUT
NTRK3	TSC1	1	MUT
BAP1	NF1	1	MUT
MITF	CTLA4	1	MUT
ANKRD11	PREX2	1	MUT
INPP4A	PRKD1	1	MUT
ESR1	ANKRD11	1	MUT
NOTCH1	GLI1	1	MUT
MAP3K1	MET	1	MUT
DROSHA	FOXP1	1	MUT
INPPL1	NF1	1	MUT
RASA1	PBRM1	1	MUT
PMS2	ARID5B	1	MUT
PTPRT	KLF4	1	MUT
FLCN	KMT2A	1	MUT
EPHA5	TET2	1	MUT
MED12	ERBB2	1	MUT
IGF1R	NBN	1	MUT
MSH3	MET	1	MUT
ALK	KDM5A	1	MUT
NOTCH1	TSC2	1	MUT
ARID2	ETV1	1	MUT
EPHA5	BRCA1	1	MUT
KMT2B	PIK3R1	1	MUT
ROS1	IKBKE	1	MUT
NOTCH1	NTRK2	1	MUT
ATRX	LATS2	1	MUT
ZFHX3	ASXL2	1	MUT
FLCN	MSH6	1	MUT
EPHA5	MYC	1	MUT
BAP1	RAD50	1	MUT
ATRX	PLCG2	1	MUT
MSH3	KDM5A	1	MUT
TET2	TCF7L2	1	MUT
EPHA5	CDC73	1	MUT
NOTCH1	ERCC3	1	MUT
INPPL1	RAD50	1	MUT
TSC1	DNMT3A	1	MUT
KMT2D	NFE2L2	1	MUT
EPHA5	TCF7L2	1	MUT
EPHA5	PALB2	1	MUT
FLT4	DNMT3A	1	MUT
B2M	NOTCH3	1	MUT
CYLD	TCF7L2	1	MUT
ARID2	RICTOR	1	MUT
KMT2A	TRAF7	1	MUT
B2M	EZH2	1	MUT
NEGR1	TOP1	1	MUT
CDC73	POLD1	1	MUT
AGO2	HLA-B	1	MUT
MED12	WWTR1	1	MUT
MALT1	EPHA3	1	MUT
PTPRS	MLH1	1	MUT
BRCA1	MITF	1	MUT
ESR1	PRDM1	1	MUT
CREBBP	EP300	1	MUT
RAD54L	RASA1	1	MUT
DOT1L	ERBB4	1	MUT
SETD2	WHSC1L1	1	MUT
ESR1	NF1	1	MUT
WHSC1	CDC73	1	MUT
ARID1A	ERG	1	MUT
JAK2	GRIN2A	1	MUT
KMT2B	IL7R	1	MUT
CYLD	IRS2	1	MUT
AMER1	TET2	1	MUT
HLA-B	NOTCH3	1	MUT
ARID1A	CDKN2A	1	MUT
EPHA5	SMO	1	MUT
NOTCH4	PIK3R3	1	MUT
KDM5A	MSH6	1	MUT
EP300	AXIN1	1	MUT
NCOR1	EZH2	1	MUT
INSR	NSD1	1	MUT
TET1	AR	1	MUT
ARID1B	POLD1	1	MUT
DROSHA	PIK3CA	1	MUT
CTNNB1	ATM	1	MUT
PTPRS	NTRK2	1	MUT
NOTCH4	ARAF	1	MUT
NOTCH3	NTRK1	1	MUT
MALT1	TOP1	1	MUT
AR	RUNX1	1	MUT
DDR2	RPTOR	1	MUT
PARP1	EPHA3	1	MUT
NCOR1	ESR1	1	MUT
PIK3R1	POLD1	1	MUT
AR	AURKA	1	MUT
NOTCH3	AR	1	MUT
KDM5A	KMT2A	1	MUT
FLCN	RAD50	1	MUT
CIC	KMT2B	1	MUT
PGR	SETD2	1	MUT
CIC	ASXL2	1	MUT
KIT	EPHA3	1	MUT
PRKD1	CSDE1	1	MUT
BRCA1	CTNNB1	1	MUT
MTOR	TP53BP1	1	MUT
PTEN	INSR	1	MUT
POLE	RAD54L	1	MUT
DNMT3A	KDM5C	1	MUT
PTEN	EPAS1	1	MUT
KDR	MSH2	1	MUT
FAT1	RAD50	1	MUT
EGFR	POLD1	1	MUT
RICTOR	KDM5A	1	MUT
CREBBP	PIK3CD	1	MUT
CYLD	NKX2-1	1	MUT
NOTCH3	SLX4	1	MUT
BLM	GSK3B	1	MUT
SMARCA4	ERBB4	1	MUT
ARID2	WT1	1	MUT
CREBBP	MITF	1	MUT
PIK3CG	AR	1	MUT
ANKRD11	FYN	1	MUT
MGA	SPEN	1	MUT
DNMT3B	RB1	1	MUT
CTNNB1	MITF	1	MUT
PTPRT	MPL	1	MUT
CSF3R	SH2B3	1	MUT
MET	CTLA4	1	MUT
FLT3	RTEL1	1	CNA
EP300	KDR	1	MUT
FGFR1	NOTCH3	1	MUT
CDK8	NKX3-1	1	CNA
ARID2	CDH1	1	MUT
PLCG2	EPAS1	1	MUT
ANKRD11	NOTCH2	1	MUT
ABL1	CREBBP	1	MUT
FLT3	PGR	1	MUT
INPPL1	MSH3	1	MUT
