Gene_A	Gene_B	Edge_Multiplexity	Active_Omics
ALB	MSH3	1	MUT
TOP1	RAF1	1	MUT
TSHR	BRAF	1	MUT
BLM	RAD50	1	MUT
JAK2	CDC73	1	MUT
PMS2	NSD1	1	MUT
JAK1	TET2	1	MUT
PIK3CG	PTCH1	1	MUT
JAK1	UPF1	1	MUT
INPPL1	JAK1	1	MUT
NOTCH4	CYLD	1	MUT
KMT2D	LATS1	1	MUT
CTR9	TP53BP1	1	MUT
FLT1	SETD2	1	MUT
TP53BP1	FYN	1	MUT
RET	RNF43	1	MUT
ATR	PRKD1	1	MUT
CYLD	BAP1	1	MUT
PREX2	TCEB1	1	CNA
PLCG2	SUFU	1	MUT
ERBB4	PHOX2B	1	MUT
FGFR1	MYOD1	1	MUT
MAP3K1	MRE11A	1	MUT
EPHB1	JAK2	1	MUT
CTNNB1	PPP2R1A	1	MUT
AGO2	IRS1	1	MUT
TET1	PIK3CB	1	MUT
BRCA1	GSK3B	1	MUT
NBN	KMT2D	1	MUT
KDM5C	KDM5A	1	MUT
NCOA3	PARP1	1	MUT
TET1	SUFU	1	MUT
ATM	PTPRD	1	MUT
MITF	MGA	1	MUT
TET1	KMT2C	1	MUT
NOTCH3	PIK3C3	1	MUT
NOTCH4	DDR2	1	MUT
KMT2C	MALT1	1	MUT
TEK	FLT1	1	MUT
INSR	NF1	1	MUT
TP53BP1	KDM5C	1	MUT
ETV1	FYN	1	MUT
NOTCH4	RPS6KA4	1	MUT
BCL2L1	RECQL4	1	CNA
CTNNB1	ARID1B	1	MUT
PTCH1	CHEK2	1	MUT
ESR1	PRKD1	1	MUT
MGA	NSD1	1	MUT
NTRK2	PTPRS	1	MUT
TEK	ALOX12B	1	MUT
DDR2	MET	1	MUT
ATM	ALOX12B	1	MUT
RET	PRDM1	1	MUT
PDGFRA	IGF1R	1	MUT
PMS2	SPEN	1	MUT
ATRX	RNF43	1	MUT
SOS1	SUFU	1	MUT
TET1	SETD2	1	MUT
KMT2C	PHOX2B	1	MUT
CDKN1B	PIK3CA	1	MUT
ATR	ROS1	1	MUT
ALB	SLX4	1	MUT
JAK2	DNMT3B	1	MUT
CDC73	PTPRS	1	MUT
ERBB3	FLCN	1	MUT
FLT4	DNMT3A	1	MUT
ERBB4	CCND2	1	MUT
WHSC1	TCF7L2	1	MUT
SETD2	FH	1	MUT
CDC73	PIK3CB	1	MUT
IKBKE	SOS1	1	MUT
PRDM14	PTPRS	1	MUT
TET1	KMT2D	1	MUT
BIRC3	CREBBP	1	MUT
XPO1	CSDE1	1	MUT
TEK	PAK7	1	MUT
PIK3C2G	CASP8	1	MUT
RPTOR	MTOR	1	MUT
RTEL1	GNAS	1	CNA
ESR1	MITF	1	MUT
BRCA1	FLT1	1	MUT
PTPRS	AXIN1	1	MUT
NCOR1	TSC1	1	MUT
PTCH1	RARA	1	MUT
ARID2	RICTOR	1	MUT
PRKD1	INSR	1	MUT
PTPRT	SRC	1	CNA
FLT3	ASXL2	1	MUT
NKX3-1	GNAS	1	CNA
BRCA1	SMARCA2	1	MUT
ALK	DDR2	1	MUT
CREBBP	ERCC2	1	MUT
IKBKE	CYLD	1	MUT
PRKD1	SESN3	1	MUT
NCOA3	GNAQ	1	MUT
BRCA1	CHEK2	1	MUT
DNMT3B	ARID2	1	MUT
TEK	PPP2R1A	1	MUT
NOTCH4	INSR	1	MUT
MRE11A	RASA1	1	MUT
SETD2	WHSC1L1	1	MUT
JAK2	POLE	1	MUT
MSH6	PIK3CA	1	MUT
RPTOR	NTRK2	1	MUT
TP53BP1	CREBBP	1	MUT
KDM5C	SOS1	1	MUT
INPPL1	MTOR	1	MUT
INPPL1	PRDM14	1	MUT
SPEN	ARID2	1	MUT
INPP4A	RAF1	1	MUT
NKX3-1	EPAS1	1	MUT
KMT2C	FYN	1	MUT
DIS3	RAD50	1	MUT
BLM	PRKD1	1	MUT
PTCH1	MED12	1	MUT
ESR1	NF1	1	MUT
DROSHA	SETD2	1	MUT
TP53BP1	NSD1	1	MUT
PBRM1	RAD50	1	MUT
BLM	TOP1	1	MUT
DROSHA	LATS2	1	MUT
PARP1	PBRM1	1	MUT
POLE	KMT2B	1	MUT
KMT2D	BIRC3	1	MUT
MSH3	KRAS	1	MUT
PIK3CA	KRAS	1	MUT
RFWD2	CDC73	1	MUT
ETAA1	MGA	1	MUT
CTR9	MYC	1	MUT
NCOR1	BCOR	1	MUT
PIK3C2G	XPO1	1	MUT
KMT2D	PLCG2	1	MUT
PMS2	ANKRD11	1	MUT
POLE	PARP1	1	MUT
PIK3CG	PIK3C3	1	MUT
ANKRD11	FOXP1	1	MUT
PIK3C2G	TET2	1	MUT
PIK3CG	MGA	1	MUT
MGA	NOTCH1	1	MUT
ETV1	FH	1	MUT
NSD1	RICTOR	1	MUT
INPPL1	MITF	1	MUT
ERG	MGA	1	MUT
ALK	MRE11A	1	MUT
CTR9	CDC73	1	MUT
DIS3	INPP4B	1	MUT
MGA	MET	1	MUT
WHSC1	IRS2	1	MUT
BRCA1	CARD11	1	MUT
RPTOR	ERCC3	1	MUT
PRKD1	DDR2	1	MUT
PMS2	NCOR1	1	MUT
PBRM1	RNF43	1	MUT
ERBB3	MAPK3	1	MUT
PTCH1	ARID1B	1	MUT
NCOA3	ASXL2	1	MUT
INSR	RAD50	1	MUT
CTNNB1	CHEK2	1	MUT
DIS3	NRAS	1	MUT
INPPL1	PTPRD	1	MUT
MITF	ERBB4	1	MUT
TGFBR2	PRDM1	1	MUT
CDC73	PLCG2	1	MUT
ATM	PPP2R1A	1	MUT
FGFR1	PGR	1	MUT
ALOX12B	AR	1	MUT
MITF	PIK3CG	1	MUT
EP300	ERBB4	1	MUT
IGF1R	ATRX	1	MUT
PRKD1	CHEK2	1	MUT
ALK	CARD11	1	MUT
ERBB3	INSR	1	MUT
PTEN	INPPL1	1	MUT
CTNNB1	PARP1	1	MUT
NOTCH4	RAF1	1	MUT
GNAQ	AR	1	MUT
ATR	PIK3C3	1	MUT
BRCA2	MGA	1	MUT
PREX2	RNF43	1	MUT
ZRSR2	NKX2-1	1	MUT
PAK7	KDR	1	MUT
IRS1	MPL	1	MUT
TEK	ARID1B	1	MUT
ALK	RET	1	MUT
CARD11	RASA1	1	MUT
UPF1	PIK3CA	1	MUT
NSD1	IRS2	1	MUT
TEK	KMT2B	1	MUT
MGA	NOTCH2	1	MUT
TEK	MED12	1	MUT
MTOR	INSR	1	MUT
TET1	BIRC3	1	MUT
NOTCH3	DDR2	1	MUT
ALK	AXIN2	1	MUT
AR	INPP4A	1	MUT
RB1	PARP1	1	MUT
ARID2	CDC73	1	MUT
RB1	ERBB4	1	MUT
BLM	PRDM1	1	MUT
NTRK2	EZH2	1	MUT
SRC	ASXL2	1	MUT
JAK1	XPO1	1	MUT
SETD2	PBRM1	1	MUT
BRCA2	PBRM1	1	MUT
GRIN2A	PIK3R1	1	MUT
NSD1	DDR2	1	MUT
PREX2	PMS2	1	MUT
MED12	TGFBR2	1	MUT
MTOR	PBRM1	1	MUT
RASA1	ERBB4	1	MUT
ZFHX3	PARP1	1	MUT
INPP4A	SESN3	1	MUT
B2M	ESR1	1	MUT
RASA1	PBRM1	1	MUT
ABL1	B2M	1	MUT
CASP8	IGF1R	1	MUT
B2M	CYLD	1	MUT
JAK2	ARID1B	1	MUT
B2M	IGF1R	1	MUT
CTNNB1	RARA	1	MUT
AMER1	EPAS1	1	MUT
CDKN1B	PGR	1	MUT
DROSHA	PTPRS	1	MUT
ALK	RECQL4	1	MUT
INPP4A	INPP4B	1	MUT
CTNNB1	ETV1	1	MUT
FLT3	ETV1	1	MUT
INHBA	NOTCH3	1	MUT
BRCA1	INSR	1	MUT
POLE	MED12	1	MUT
CDC73	BIRC3	1	MUT
PHOX2B	IKZF1	1	MUT
STK11	CDK12	1	MUT
SESN1	ARAF	1	MUT
PREX2	ERG	1	MUT
ALK	NCOR1	1	MUT
TCF7L2	USP8	1	MUT
ARID2	TCF7L2	1	MUT
POLE	IRS1	1	MUT
ESR1	SPEN	1	MUT
MAP3K1	RET	1	MUT
EPHA7	PIK3CA	1	MUT
CTNNB1	ALOX12B	1	MUT
FAT1	EP300	1	MUT
AGO2	SETDB1	1	MUT
FYN	PPP2R1A	1	MUT
ATRX	ELF3	1	MUT
PDGFRA	SESN3	1	MUT
NOTCH4	NCOR1	1	MUT
CARD11	PTPRD	1	MUT
CTR9	DNMT3B	1	MUT
BRAF	RIT1	1	MUT
CYLD	CSDE1	1	MUT
IKBKE	NCOR1	1	MUT
INPPL1	NF1	1	MUT
KMT2D	ERCC5	1	MUT
SMAD2	AMER1	1	MUT
PREX2	RUNX1	1	MUT
BCL2	PMAIP1	1	CNA
CDK12	EIF4A2	1	MUT
BRCA2	ALB	1	MUT
ERG	ERBB4	1	MUT
NSD1	RARA	1	MUT
EPHA7	CDKN1B	1	MUT
TET2	WHSC1	1	MUT
DROSHA	FOXP1	1	MUT
ESR1	IGF1R	1	MUT
PPP2R1A	KIT	1	MUT
UPF1	DICER1	1	MUT
PTEN	RUNX1	1	MUT
PIK3CG	PMS1	1	MUT
PPP2R1A	XPO1	1	MUT
AKT2	TP53BP1	1	MUT
PDGFRA	NTRK2	1	MUT
DUSP4	PTPRT	1	CNA
NSD1	AR	1	MUT
JAK2	GRIN2A	1	MUT
KMT2D	ATRX	1	MUT
PMS2	RASA1	1	MUT
PIK3CG	CHEK2	1	MUT
INSR	PARP1	1	MUT
DNMT3B	FYN	1	MUT
FLT1	INHBA	1	MUT
BLM	NOTCH3	1	MUT
SOX17	NTRK2	1	MUT
KMT2A	MYOD1	1	MUT
BRCA1	XPO1	1	MUT
SMAD2	PIK3CG	1	MUT
PIK3CB	SESN3	1	MUT
NCOR1	EZH2	1	MUT
IKZF1	TSC2	1	MUT
BRCA1	PDGFRA	1	MUT
MSH3	ATRX	1	MUT
AKT2	NOTCH4	1	MUT
NBN	MET	1	MUT
PGR	SETD2	1	MUT
DDR2	PBRM1	1	MUT
EP300	PPP2R1A	1	MUT
TGFBR1	PTCH1	1	MUT
PRKD1	CSDE1	1	MUT
BRCA1	MITF	1	MUT
RB1	KMT2D	1	MUT
RASA1	SESN1	1	MUT
TEK	GRIN2A	1	MUT
MTOR	TP53BP1	1	MUT
RPTOR	ERBB4	1	MUT
PRDM14	SMAD4	1	MUT
PTEN	INSR	1	MUT
POLE	RAD54L	1	MUT
RAD54L	RASA1	1	MUT
RET	EGFR	1	MUT
ERBB3	TP53BP1	1	MUT
ETAA1	PIK3CA	1	MUT
POLE	ZFHX3	1	MUT
INSR	INPP4B	1	MUT
IKBKE	KDR	1	MUT
MSH3	KDR	1	MUT
SLX4	EPHA5	1	MUT
SETD2	XPO1	1	MUT
ERBB4	IRS2	1	MUT
CDK8	PPP2R1A	1	MUT
MET	BIRC3	1	MUT
SETD2	TET2	1	MUT
RUNX1	TSC1	1	MUT
NOTCH4	KDR	1	MUT
FAT1	CTNNB1	1	MUT
KMT2B	NOTCH3	1	MUT
ERBB4	RICTOR	1	MUT
ERG	PIK3CA	1	MUT
ARID2	CDH1	1	MUT
ATM	INPP4A	1	MUT
NSD1	CSDE1	1	MUT
BRCA1	MYC	1	MUT
PMS2	PTPRD	1	MUT
ARID2	PIK3C2G	1	MUT
MITF	NKX3-1	1	MUT
ESR1	ASXL2	1	MUT
DDR2	EZH2	1	MUT
FLT1	DDR2	1	MUT
LATS2	RECQL4	1	CNA
BRCA1	TET2	1	MUT
CDC73	ATRX	1	MUT
NOTCH3	NTRK1	1	MUT
B2M	TGFBR2	1	MUT
FLT3	FANCA	1	MUT
PIK3C3	AMER1	1	MUT
KMT2A	MED12	1	MUT
CSF3R	EPHA7	1	MUT
FAT1	RAD50	1	MUT
TCF7L2	WT1	1	MUT
NTRK2	SESN3	1	MUT
POLE	EPHA7	1	MUT
FLT3	PGR	1	MUT
NSD1	SMARCA2	1	MUT
TEK	PGR	1	MUT
BLM	KMT2B	1	MUT
NOTCH3	AR	1	MUT
AGO2	AURKA	1	CNA
PDGFRA	CYLD	1	MUT
MRE11A	MSH6	1	MUT
FGFR1	IGF1R	1	MUT
NOTCH4	ATRX	1	MUT
ESR1	ANKRD11	1	MUT
POLE	ALB	1	MUT
TET1	INSR	1	MUT
NCOA3	RAD54L	1	MUT
MSH6	SLX4	1	MUT
IGF1R	TET2	1	MUT
BRCA1	TET1	1	MUT
BRCA1	TP53BP1	1	MUT
NTRK3	SESN3	1	MUT
CCND3	VEGFA	1	CNA
KMT2C	CHEK2	1	MUT
RAD54L	PLCG2	1	MUT
KDM5C	SUFU	1	MUT
IGF1R	XPO1	1	MUT
ARID2	EZH2	1	MUT
ABL1	PREX2	1	MUT
POLE	BIRC3	1	MUT
PRKD1	PIK3R1	1	MUT
NF1	PHOX2B	1	MUT
JAK1	MET	1	MUT
TET1	SMARCA2	1	MUT
AR	RAD50	1	MUT
INPP4A	MET	1	MUT
FYN	CREBBP	1	MUT
SETD2	EGFR	1	MUT
JAK1	ZFHX3	1	MUT
GRIN2A	WHSC1	1	MUT
PARP1	SESN3	1	MUT
KMT2C	ALOX12B	1	MUT
GRIN2A	INPP4B	1	MUT
CCND2	KIT	1	MUT
BRCA1	NF1	1	MUT
AGO2	CSF3R	1	MUT
PIK3C2G	KDM5C	1	MUT
PIK3C3	SESN3	1	MUT
ARID5B	NTRK2	1	MUT
NCOA3	NUF2	1	MUT
RB1	PLCG2	1	MUT
ABL1	ESR1	1	MUT
PMS2	TGFBR2	1	MUT
FAT1	JAK1	1	MUT
PTCH1	GRIN2A	1	MUT
PREX2	RPTOR	1	MUT
DROSHA	CARD11	1	MUT
MET	ELF3	1	MUT
ZFHX3	BIRC3	1	MUT
TOP1	CRLF2	1	CNA
CYLD	TCF7L2	1	MUT
NF1	SETD2	1	MUT
POLE	LATS2	1	MUT
SMAD3	SOX9	1	MUT
EPHA3	RB1	1	MUT
JAK1	KDM5C	1	MUT
NSD1	PIK3R1	1	MUT
POLE	PLCG2	1	MUT
DIS3	NSD1	1	MUT
WHSC1	CDH1	1	MUT
FAT1	MITF	1	MUT
NKX3-1	PLK2	1	CNA
SLX4	NOTCH2	1	MUT
JAK1	FYN	1	MUT
FAT1	PIK3CD	1	MUT
FLT3	TSC1	1	MUT
CTNNB1	GSK3B	1	MUT
TGFBR2	PBRM1	1	MUT
CASP8	ERBB4	1	MUT
AURKA	CREBBP	1	MUT
PIK3C3	MRE11A	1	MUT
PTPRT	PALB2	1	MUT
FAT1	NF1	1	MUT
SOX17	INPPL1	1	MUT
NOTCH4	PPP2R1A	1	MUT
PMS2	ZFHX3	1	MUT
TET2	ERCC3	1	MUT
INHBA	PTPRD	1	MUT
LATS2	DDR2	1	MUT
SPEN	CREBBP	1	MUT
NOTCH3	SLX4	1	MUT
INPPL1	ASXL2	1	MUT
INHBA	KDM5A	1	MUT
ERG	SLX4	1	MUT
DIS3	NF1	1	MUT
RAD54L	ZFHX3	1	MUT
PTPRS	SETD2	1	MUT
ARID2	WHSC1	1	MUT
KMT2C	NTRK2	1	MUT
INPP4A	PBRM1	1	MUT
MGA	KDM5C	1	MUT
CDC73	SETD2	1	MUT
BIRC3	PTPRD	1	MUT
PREX2	JAK1	1	MUT
TP53BP1	ETAA1	1	MUT
FYN	GRIN2A	1	MUT
JAK1	PIK3C2G	1	MUT
PIK3CG	PDGFRB	1	MUT
KMT2C	CYLD	1	MUT
KMT2C	SUZ12	1	MUT
MITF	PAK7	1	MUT
DNMT3B	NUF2	1	MUT
EP300	PLK2	1	MUT
ETV1	TOP1	1	MUT
POLE	IKBKE	1	MUT
CDKN1B	EP300	1	MUT
ERBB4	USP8	1	MUT
ERBB3	CDC73	1	MUT
DNMT3B	EPHA7	1	MUT
ANKRD11	EPHA5	1	MUT
POLE	ARID2	1	MUT
KMT2B	PIK3C2G	1	MUT
RUNX1	TET1	1	MUT
SMAD2	RPS6KA4	1	MUT
FAT1	ERG	1	MUT
KMT2D	SETD2	1	MUT
ETV1	NTRK2	1	MUT
PARP1	KIT	1	MUT
PIK3CG	SLX4	1	MUT
NF1	KDM5C	1	MUT
MITF	CSDE1	1	MUT
PGR	ERCC5	1	MUT
SMO	JAK1	1	MUT
PIK3C3	PLCG2	1	MUT
SOX9	FGFR2	1	MUT
TEK	CASP8	1	MUT
EP300	INPP4A	1	MUT
EP300	MSH6	1	MUT
MAP3K1	NTRK2	1	MUT
BRCA1	ETV1	1	MUT
RFWD2	SLX4	1	MUT
LATS2	ERCC3	1	MUT
ATM	CHEK2	1	MUT
MED12	RASA1	1	MUT
ABL1	FAT1	1	MUT
NSD1	KDR	1	MUT
EPHA5	CDH1	1	MUT
PIK3CG	RICTOR	1	MUT
KMT2D	PIK3CB	1	MUT
ALK	MAP3K1	1	MUT
PTCH1	PPP2R1A	1	MUT
PIK3C3	EZH2	1	MUT
NOTCH4	ROS1	1	MUT
PGR	INPP4A	1	MUT
PGR	MSH6	1	MUT
MYC	SETDB1	1	MUT
NSD1	CHEK2	1	MUT
NOTCH3	KDR	1	MUT
BRCA1	RICTOR	1	MUT
CTR9	UPF1	1	MUT
PIK3CG	RARA	1	MUT
DNMT3B	BLM	1	MUT
NF1	PLCG2	1	MUT
AR	GRIN2A	1	MUT
ATR	RASA1	1	MUT
B2M	ERBB3	1	MUT
MRE11A	ZFHX3	1	MUT
PIK3C2G	UPF1	1	MUT
MAP3K1	RPS6KA4	1	MUT
WHSC1	XPO1	1	MUT
PLCG2	TNFAIP3	1	MUT
PGR	PLCG2	1	MUT
ATM	ARAF	1	MUT
KDM5A	DNMT3A	1	MUT
PIK3CA	SOX2	1	MUT
PIK3CG	ETV1	1	MUT
ARID5B	PIK3CG	1	MUT
IGF1R	RICTOR	1	MUT
NTRK3	ERCC3	1	MUT
MITF	PIK3CA	1	MUT
PDGFRA	ERBB4	1	MUT
TET1	ATRX	1	MUT
ROS1	SETD2	1	MUT
NOTCH4	ARID1B	1	MUT
RPTOR	ALB	1	MUT
KMT2C	STAG2	1	MUT
MSH6	SUFU	1	MUT
JAK2	BRCA2	1	MUT
ERBB4	RAD50	1	MUT
CTR9	PIK3C2G	1	MUT
RAD54L	ARID2	1	MUT
KMT2B	NSD1	1	MUT
ALB	KMT2A	1	MUT
DNMT3B	RAD54L	1	MUT
MAP3K1	MGA	1	MUT
FGFR1	EZH2	1	MUT
CDK8	NKX3-1	1	CNA
CDK8	RAD50	1	MUT
FGFR1	NOTCH3	1	MUT
PIK3CG	AR	1	MUT
BRCA1	CDC73	1	MUT
ANKRD11	FYN	1	MUT
NCOA3	ARID2	1	MUT
RPTOR	MGA	1	MUT
INSR	MED12	1	MUT
AKT2	BLM	1	MUT
ATR	DDR2	1	MUT
AR	RNF43	1	MUT
LATS2	SERPINB3	1	MUT
TET2	EZH2	1	MUT
ATXN7	FGFR4	1	MUT
NF1	NOTCH2	1	MUT
RNF43	BRAF	1	MUT
PIK3CG	ALOX12B	1	MUT
NCOA3	RASA1	1	MUT
NTRK2	BIRC3	1	MUT
FGFR1	TP53	1	MUT
CDK8	ALOX12B	1	MUT
ERBB4	FOXO1	1	MUT
PIK3CG	CSDE1	1	MUT
FAT1	RUNX1	1	MUT
ALK	PIK3CG	1	MUT
ESR1	JAK2	1	MUT
AGO2	BCL2L1	1	CNA
ZFHX3	DNMT3A	1	MUT
PIK3C2G	ZFHX3	1	MUT
EPHB1	POLE	1	MUT
EP300	PIK3CA	1	MUT
KMT2B	ARID2	1	MUT
ERG	MSH6	1	MUT
FLT1	SERPINB3	1	MUT
ATR	ZFHX3	1	MUT
PREX2	EZH2	1	MUT
MTOR	CDC73	1	MUT
TOP1	MET	1	MUT
SMAD2	BCL2	1	CNA
PRKD1	KDR	1	MUT
BLM	ANKRD11	1	MUT
KMT2C	ROS1	1	MUT
B2M	PTPRD	1	MUT
FAT1	MYOD1	1	MUT
MYC	MSH6	1	MUT
ZFHX3	ERBB4	1	MUT
TP53BP1	INPP4B	1	MUT
ERBB4	ALOX12B	1	MUT
FLT1	SESN3	1	MUT
CSF3R	AXL	1	MUT
ETV1	ROS1	1	MUT
DIS3	NOTCH3	1	MUT
ARID2	TSC1	1	MUT
ETAA1	SLX4	1	MUT
PIK3CG	NTRK1	1	MUT
JAK2	PTEN	1	MUT
RFWD2	AR	1	MUT
FLT1	MRE11A	1	MUT
TGFBR1	TSC2	1	MUT
FAT1	PMS2	1	MUT
CDK8	CHEK2	1	MUT
DNMT3B	PARP1	1	MUT
ATM	GRIN2A	1	MUT
TP63	DNMT1	1	MUT
PDGFRA	PGR	1	MUT
RASA1	INPP4A	1	MUT
CTNNB1	KDM5C	1	MUT
INPP4B	RAD50	1	MUT
ALOX12B	EZH2	1	MUT
INSR	RASA1	1	MUT
RASA1	CSDE1	1	MUT
PGR	FOXO1	1	MUT
NSD1	PIK3C2G	1	MUT
ERBB4	ASXL2	1	MUT
ALK	TP53BP1	1	MUT
PREX2	MRE11A	1	MUT
ARID5B	TP53BP1	1	MUT
NF1	RAD50	1	MUT
INPPL1	ERBB4	1	MUT
MAP2K4	APC	1	MUT
JAK1	TOP1	1	MUT
MTOR	KMT2D	1	MUT
ESR1	PTPRD	1	MUT
NTRK2	ALOX12B	1	MUT
SMO	PTPN11	1	MUT
JAK2	PREX2	1	MUT
MAP3K1	CHEK2	1	MUT
NOTCH3	PIK3C2G	1	MUT
NSD1	XPO1	1	MUT
NOTCH2	SETD2	1	MUT
JAK1	SPRED1	1	MUT
DNMT3B	PAX5	1	MUT
ARID2	SETD2	1	MUT
MGA	KDR	1	MUT
DIS3	DNMT3A	1	MUT
KRAS	PTPRD	1	MUT
PDGFRA	PPP2R1A	1	MUT
TET1	PBRM1	1	MUT
RB1	MSH6	1	MUT
IKBKE	NOTCH4	1	MUT
SMO	ERBB4	1	MUT
RUNX1	PTPRS	1	MUT
DIS3	ERBB4	1	MUT
RB1	INPP4A	1	MUT
ALK	TET1	1	MUT
MITF	CREBBP	1	MUT
NTRK2	CHEK2	1	MUT
NOTCH4	TP53BP1	1	MUT
ABL1	SMAD3	1	MUT
FLT1	ETV1	1	MUT
PREX2	SESN3	1	MUT
FAT1	PTPN11	1	MUT
FAT1	ERBB3	1	MUT
EP300	NSD1	1	MUT
GRIN2A	SESN3	1	MUT
SETDB1	TET2	1	MUT
KMT2C	MED12	1	MUT
ARID2	PTPRS	1	MUT
MET	PAX5	1	MUT
B2M	ARID1B	1	MUT
AR	CREBBP	1	MUT
IKBKE	FLCN	1	MUT
PIK3CG	TP53BP1	1	MUT
PIK3CG	TET1	1	MUT
RBM10	GNAS	1	MUT
PTPRD	TSC1	1	MUT
NOTCH3	TSC1	1	MUT
FLT3	RAD54L	1	MUT
NCOR1	BIRC3	1	MUT
AURKA	SOS1	1	MUT
PARP1	PIK3R1	1	MUT
PGR	RAD50	1	MUT
KDM5A	PIK3R1	1	MUT
CSF3R	CDK12	1	MUT
FGFR1	NTRK2	1	MUT
ERBB3	KMT2D	1	MUT
PREX2	PTPN11	1	MUT
FLT1	RICTOR	1	MUT
IRS2	ERCC5	1	CNA
PREX2	PIK3CG	1	MUT
ZFHX3	RNF43	1	MUT
NSD1	CDH1	1	MUT
TOP1	PIK3R3	1	MUT
CARD11	DICER1	1	MUT
ATM	PDGFRA	1	MUT
JAK2	UPF1	1	MUT
NCOA3	EP300	1	MUT
PRKD1	CDC73	1	MUT
TP53BP1	ARID1B	1	MUT
JAK1	ATRX	1	MUT
AXIN2	PIK3CA	1	MUT
SMO	PTCH1	1	MUT
ARID1B	PDGFRB	1	MUT
PTEN	KIT	1	MUT
EP300	FLT4	1	MUT
NTRK3	USP8	1	MUT
TP53BP1	RAF1	1	MUT
IKBKE	UPF1	1	MUT
MTOR	KMT2A	1	MUT
FAT1	RASA1	1	MUT
SPEN	KDM5C	1	MUT
PTCH1	KDM5C	1	MUT
PIK3CB	PPP2R1A	1	MUT
PRKD1	PIK3C2G	1	MUT
NOTCH4	RICTOR	1	MUT
MAP3K1	TET1	1	MUT
EGFR	RNF43	1	MUT
JAK2	RFWD2	1	MUT
RB1	PRDM1	1	MUT
IGF1R	ASXL2	1	MUT
BRCA1	PLCG2	1	MUT
NBN	PTPRS	1	MUT
ALOX12B	SESN3	1	MUT
RPTOR	GRIN2A	1	MUT
RFWD2	TET1	1	MUT
CHEK2	KDM5A	1	MUT
PIK3C2G	ATRX	1	MUT
PLCG2	ZFHX3	1	MUT
BRCA2	PTCH1	1	MUT
RASA1	SLX4	1	MUT
NTRK3	SETD2	1	MUT
POLE	ERG	1	MUT
FAT1	ETAA1	1	MUT
ERBB2	PARK2	1	MUT
EP300	INPP4B	1	MUT
TEK	RFWD2	1	MUT
ARID5B	TSC1	1	MUT
ALB	JAK1	1	MUT
PREX2	PTCH1	1	MUT
INSR	MSH6	1	MUT
B2M	PDGFRA	1	MUT
ALOX12B	AURKB	1	CNA
MAP3K1	TP53BP1	1	MUT
PTEN	JAK1	1	MUT
POLE	MSH6	1	MUT
MAP2K4	GRIN2A	1	MUT
INHBA	DDR2	1	MUT
DDR2	SESN3	1	MUT
NCOR1	NTRK2	1	MUT
MGA	ARAF	1	MUT
SPEN	NTRK2	1	MUT
FLT3	BIRC3	1	MUT
NCOR1	ERCC5	1	MUT
SMAD2	PDGFRA	1	MUT
PGR	CCND2	1	MUT
POLE	INPP4A	1	MUT
CTNNB1	BIRC3	1	MUT
TGFBR1	TP53BP1	1	MUT
FLT3	ARHGAP35	1	MUT
ATRX	PARP1	1	MUT
JAK2	RB1	1	MUT
SMAD2	FBXW7	1	MUT
SPEN	CYLD	1	MUT
PPP2R1A	SUFU	1	MUT
BLM	TGFBR1	1	MUT
PTCH1	EPHA5	1	MUT
TEK	RB1	1	MUT
POLE	PRDM1	1	MUT
BRCA1	RAD54L	1	MUT
PGR	NF1	1	MUT
MET	RAD50	1	MUT
TEK	KDM5C	1	MUT
EZH2	PARP1	1	MUT
NCOR1	KDM5C	1	MUT
TP53BP1	KDR	1	MUT
PIK3CG	EZH2	1	MUT
JAK1	KMT2A	1	MUT
PLCG2	INPP4B	1	MUT
INPP4B	CCND2	1	MUT
SLX4	PAX5	1	MUT
BRCA1	KMT2D	1	MUT
PIK3C2G	TOP1	1	MUT
RASA1	RNF43	1	MUT
NSD1	TET2	1	MUT
NTRK2	RICTOR	1	MUT
TP53BP1	NCOR1	1	MUT
KMT2D	WWTR1	1	MUT
NKX3-1	CDC73	1	MUT
ALK	CDC73	1	MUT
ARID2	BIRC3	1	MUT
ALK	MYC	1	MUT
RASA1	AR	1	MUT
INSR	ZFHX3	1	MUT
DIS3	RASA1	1	MUT
KMT2B	RAF1	1	MUT
CDC73	JAK1	1	MUT
PAK7	PIK3C2G	1	MUT
IKBKE	MYC	1	MUT
NSD1	WHSC1	1	MUT
RUNX1	PLCG2	1	MUT
FLT3	ARID2	1	MUT
TEK	ARID2	1	MUT
INPP4A	KDR	1	MUT
FAT1	SPEN	1	MUT
IKBKE	CDC73	1	MUT
PIK3CG	TSC1	1	MUT
B2M	ALOX12B	1	MUT
PTPRD	BCOR	1	MUT
CTNNB1	ARID2	1	MUT
PRKD1	WHSC1	1	MUT
PLCG2	PBRM1	1	MUT
CDC73	NF1	1	MUT
ALK	PALB2	1	MUT
KMT2D	JAK1	1	MUT
FLT3	MLH1	1	MUT
BRCA1	ATR	1	MUT
CTNNB1	MLH1	1	MUT
KMT2B	SOS1	1	MUT
ROS1	RAD50	1	MUT
POLE	PIK3CA	1	MUT
PTPRS	RAD50	1	MUT
FLT4	CREBBP	1	MUT
EPHA7	IGF1R	1	MUT
NCOA3	MSH6	1	MUT
NF1	TNFAIP3	1	MUT
TET1	JAK1	1	MUT
RAD50	BAP1	1	MUT
CDC73	RAD50	1	MUT
ARID2	PLCG2	1	MUT
