Gene	Total_Overlapping_Degree	Degree_MUT	Degree_CNA	Degree_SV	Participation_Coefficient	Betweenness_Centrality	Closeness_Centrality	Eigenvector_Centrality
EIF4A2	50	23	27	0	0.4968	0.0038	0.4274	0.0041
EZH2	18	12	5	1	0.4753	0.0013	0.4051	0.0041
BIRC3	13	6	7	0	0.497	0.0003	0.3826	0.0041
CDK8	9	4	5	0	0.4938	0.0001	0.3677	0.004
DCUN1D1	29	3	26	0	0.1855	0.0026	0.4078	0.004
MAP3K13	62	28	32	2	0.5286	0.0075	0.4536	0.0037
NF1	76	64	9	3	0.2753	0.0304	0.4871	0.0034
KRAS	17	14	3	0	0.2907	0.0011	0.3841	0.0034
STK11	29	18	10	1	0.4946	0.0025	0.4045	0.0033
PMS2	24	12	12	0	0.5	0.0063	0.3791	0.003
PHOX2B	15	11	4	0	0.3911	0.0017	0.3909	0.003
ETV6	23	13	10	0	0.4915	0.0018	0.3963	0.003
FAT1	91	76	15	0	0.2753	0.0291	0.5052	0.0028
EGFR	11	5	6	0	0.4959	0.0009	0.3009	0.0028
PTPRT	101	91	10	0	0.1784	0.0451	0.5236	0.0028
KDM5C	71	48	23	0	0.438	0.0192	0.4644	0.0027
PIK3CB	21	10	10	1	0.5442	0.001	0.3995	0.0027
PMS1	18	17	1	0	0.1049	0.0011	0.4169	0.0026
ETV1	17	7	10	0	0.4844	0.0011	0.351	0.0025
DNMT3B	17	11	6	0	0.4567	0.0014	0.3776	0.0025
NTRK3	82	76	6	0	0.1356	0.0221	0.499	0.0025
IL7R	46	30	16	0	0.4537	0.0072	0.4507	0.0024
ERBB4	86	86	0	0	0.0	0.0316	0.5147	0.0023
INHBA	35	21	14	0	0.48	0.0036	0.412	0.0021
EPHB1	98	84	14	0	0.2449	0.0301	0.5099	0.002
AURKB	7	1	6	0	0.2449	0.0001	0.3264	0.002
EPHA3	106	89	16	1	0.2722	0.0321	0.5078	0.0019
RICTOR	41	24	17	0	0.4854	0.0105	0.4354	0.0019
DROSHA	39	24	15	0	0.4734	0.0028	0.4366	0.0018
PDGFRA	85	67	17	1	0.3385	0.0168	0.4856	0.0017
HGF	88	68	20	0	0.3512	0.0215	0.4944	0.0017
GRIN2A	62	50	12	0	0.3122	0.0168	0.4702	0.0017
KMT2B	84	53	31	0	0.4657	0.0269	0.4752	0.0014
PIK3CG	78	61	16	1	0.3462	0.0241	0.4799	0.0014
PAK7	62	51	11	0	0.2919	0.0165	0.4734	0.0014
RB1	30	17	13	0	0.4911	0.0028	0.4123	0.0013
PIK3C2G	60	43	17	0	0.4061	0.0106	0.4644	0.0012
MDC1	47	39	8	0	0.2825	0.0104	0.4596	0.0011
ATR	34	25	9	0	0.3893	0.0028	0.4343	0.0011
PIK3CA	34	18	16	0	0.4983	0.0069	0.3969	0.0011
NKX2-1	19	5	14	0	0.3878	0.0068	0.3647	0.0011
ATM	47	44	3	0	0.1195	0.0089	0.457	0.0011
PREX2	60	40	20	0	0.4444	0.0099	0.4486	0.001
EPHA5	55	49	6	0	0.1944	0.0127	0.4706	0.001
TP63	79	42	36	1	0.5095	0.0144	0.4666	0.001
TRIP13	8	3	5	0	0.4688	0.0	0.3415	0.001
TBX3	34	33	1	0	0.0571	0.0046	0.4454	0.001
KMT2D	65	64	1	0	0.0303	0.0302	0.4789	0.001
KIT	58	36	22	0	0.4709	0.007	0.457	0.0009
POLE	35	34	1	0	0.0555	0.0068	0.4494	0.0009
RECQL4	57	26	31	0	0.4962	0.0074	0.439	0.0009
TET1	59	57	2	0	0.0655	0.0157	0.4789	0.0009
NFKBIA	22	7	15	0	0.4339	0.0053	0.3844	0.0009
NCOR1	45	35	10	0	0.3457	0.0154	0.4528	0.0009
WT1	30	23	7	0	0.3578	0.003	0.4305	0.0009
BRCA1	45	44	0	1	0.0435	0.0064	0.4639	0.0009
FGFR4	63	43	20	0	0.4334	0.0113	0.4729	0.0008
NOTCH3	52	38	12	2	0.4112	0.0111	0.4429	0.0008
NTRK1	75	45	30	0	0.48	0.0153	0.4583	0.0008
INPP4B	42	41	1	0	0.0465	0.0071	0.4532	0.0008
AMER1	62	44	18	0	0.4121	0.0125	0.4549	0.0008
FLT1	34	28	6	0	0.2907	0.0029	0.4343	0.0008
KMT2C	23	21	1	1	0.1626	0.0026	0.4162	0.0008
LATS2	50	30	20	0	0.48	0.0071	0.4374	0.0008
DOT1L	29	17	11	1	0.5113	0.0039	0.3918	0.0008
PLCG2	22	16	6	0	0.3967	0.0026	0.4068	0.0007
DDR2	49	30	19	0	0.4748	0.014	0.449	0.0007
EPHA7	75	56	19	0	0.3783	0.02	0.4785	0.0007
CTCF	30	30	0	0	0.0	0.0112	0.4449	0.0006
KDM6A	44	20	24	0	0.4959	0.0032	0.4234	0.0006
TSC2	26	15	11	0	0.4882	0.0009	0.3811	0.0006
EP300	39	29	9	1	0.3932	0.0098	0.4245	0.0006
BCL6	29	8	20	1	0.4471	0.0012	0.4102	0.0006
FOXL2	47	30	17	0	0.4617	0.006	0.4413	0.0006
ZFHX3	51	50	0	1	0.0384	0.0149	0.4666	0.0006
FGF4	32	11	20	1	0.4902	0.0022	0.3866	0.0006
CCND1	27	7	20	0	0.3841	0.0034	0.3937	0.0006
RASA1	25	21	3	1	0.2784	0.0061	0.426	0.0006
NOTCH4	46	42	4	0	0.1588	0.0126	0.4499	0.0006
NOTCH2	29	20	9	0	0.4281	0.0061	0.4289	0.0006
FGF19	28	10	18	0	0.4592	0.0021	0.3853	0.0006
IRS1	51	47	4	0	0.1446	0.0185	0.4688	0.0006
DIS3	28	24	4	0	0.2449	0.0028	0.4252	0.0005
NTRK2	33	33	0	0	0.0	0.011	0.4441	0.0005
PTPRS	35	20	15	0	0.4898	0.0114	0.4252	0.0005
SOX9	21	17	4	0	0.3084	0.001	0.4187	0.0005
PBRM1	16	16	0	0	0.0	0.0008	0.4197	0.0005
BCOR	45	26	19	0	0.4879	0.0038	0.4252	0.0005
TSHR	39	37	2	0	0.0973	0.0036	0.4574	0.0005
MGA	52	42	10	0	0.3107	0.0144	0.4566	0.0005
RBM10	40	23	17	0	0.4888	0.0116	0.4223	0.0005
PDCD1	27	19	8	0	0.417	0.002	0.4162	0.0005
MED12	26	16	9	1	0.5	0.0054	0.3934	0.0005
MLL2	26	25	1	0	0.074	0.0026	0.4366	0.0005
PARK2	26	22	4	0	0.2604	0.0026	0.4205	0.0005
FOXA1	23	7	16	0	0.4234	0.0036	0.3679	0.0005
PIK3C3	42	28	14	0	0.4444	0.0066	0.4413	0.0005
ARAF	58	33	25	0	0.4905	0.0072	0.4316	0.0004
DNMT3A	28	23	5	0	0.2934	0.0035	0.4324	0.0004
PTEN	22	13	9	0	0.4835	0.0059	0.3918	0.0004
POLD1	25	21	3	1	0.2784	0.0037	0.4165	0.0004
PARP1	35	28	7	0	0.32	0.0058	0.4378	0.0004
SLX4	32	22	10	0	0.4297	0.0027	0.4109	0.0004
ERCC4	25	19	6	0	0.3648	0.0016	0.4169	0.0004
YAP1	18	9	9	0	0.5	0.0014	0.3931	0.0004
IRF4	21	17	4	0	0.3084	0.0011	0.4194	0.0004
STAG2	13	13	0	0	0.0	0.0014	0.373	0.0004
FGFR1	63	35	28	0	0.4938	0.0093	0.4605	0.0004
MYCN	49	43	6	0	0.2149	0.0079	0.467	0.0004
TET2	22	22	0	0	0.0	0.0029	0.413	0.0004
AR	36	23	13	0	0.4614	0.0026	0.4144	0.0004
NCOA3	29	13	16	0	0.4946	0.0061	0.4035	0.0004
MTOR	40	36	4	0	0.18	0.0064	0.4524	0.0004
GNAS	10	4	6	0	0.48	0.0011	0.3609	0.0004
CEBPA	36	13	23	0	0.4614	0.0098	0.4123	0.0004
IRS2	54	45	9	0	0.2778	0.019	0.4613	0.0004
CCNE1	29	11	18	0	0.4709	0.0097	0.4041	0.0004
CIC	21	17	4	0	0.3084	0.0019	0.4018	0.0004
ERCC3	18	17	1	0	0.1049	0.0014	0.4187	0.0004
NSD1	22	13	9	0	0.4835	0.0007	0.3979	0.0003
ARID2	22	18	4	0	0.2975	0.0014	0.4197	0.0003
CSF3R	31	31	0	0	0.0	0.0039	0.4382	0.0003
PRDM14	29	13	16	0	0.4946	0.0015	0.385	0.0003
GLI1	25	17	8	0	0.4352	0.0041	0.4078	0.0003
ARID1A	32	28	3	1	0.2246	0.006	0.4252	0.0003
MEN1	16	14	2	0	0.2188	0.0009	0.3956	0.0003
BTK	39	24	15	0	0.4734	0.0063	0.423	0.0003
AKT2	32	12	20	0	0.4688	0.0024	0.4172	0.0003
CDK4	9	3	6	0	0.4444	0.0006	0.3313	0.0003
XPO1	29	20	9	0	0.4281	0.0026	0.4187	0.0003
ANKRD11	17	14	3	0	0.2907	0.0009	0.3982	0.0003
PRKD1	26	15	11	0	0.4882	0.0052	0.419	0.0003
MLH1	27	25	2	0	0.1372	0.0046	0.4176	0.0003
WHSC1	40	24	16	0	0.48	0.003	0.4223	0.0003
DUSP4	20	5	15	0	0.375	0.0014	0.4018	0.0003
MYOD1	21	21	0	0	0.0	0.0017	0.4219	0.0003
AXIN2	21	18	3	0	0.2449	0.0033	0.4095	0.0003
CSF1R	37	32	5	0	0.2337	0.0073	0.4382	0.0003
ERBB3	17	13	4	0	0.3599	0.0016	0.3909	0.0003
FAM58A	8	5	3	0	0.4688	0.0004	0.3641	0.0003
FBXW7	15	15	0	0	0.0	0.0011	0.4226	0.0003
ERCC5	24	16	8	0	0.4444	0.0011	0.4078	0.0003
ARID5B	12	10	2	0	0.2778	0.0007	0.3773	0.0002
ABL1	36	31	5	0	0.2392	0.0025	0.4382	0.0002
CHEK2	12	9	3	0	0.375	0.0008	0.3759	0.0002
RET	22	19	1	2	0.2438	0.0128	0.4078	0.0002
AURKA	5	1	4	0	0.32	0.0	0.3007	0.0002
NPM1	16	8	8	0	0.5	0.0004	0.3817	0.0002
BRD4	30	21	8	1	0.4378	0.0035	0.419	0.0002
CARM1	16	2	13	1	0.3203	0.0016	0.3691	0.0002
BCL2	16	4	12	0	0.375	0.0011	0.3679	0.0002
RPS6KB2	10	4	6	0	0.48	0.0004	0.342	0.0002
SPRED1	27	18	9	0	0.4444	0.0015	0.4089	0.0002
MAPK1	21	10	11	0	0.4989	0.0018	0.3912	0.0002
SUZ12	12	11	1	0	0.1528	0.0009	0.3931	0.0002
CXCR4	9	9	0	0	0.0	0.0004	0.3872	0.0002
JAK3	14	14	0	0	0.0	0.0012	0.4015	0.0002
INPP4A	22	18	4	0	0.2975	0.001	0.4176	0.0002
PTCH1	33	25	8	0	0.3673	0.0058	0.4305	0.0002
CBL	21	17	4	0	0.3084	0.0012	0.4144	0.0002
FLT4	26	21	5	0	0.3107	0.0026	0.4219	0.0002
PPM1D	18	16	2	0	0.1975	0.0016	0.3934	0.0002
BARD1	17	14	3	0	0.2907	0.0011	0.3976	0.0002
WHSC1L1	43	22	21	0	0.4997	0.0044	0.4226	0.0002
KDM5A	27	15	12	0	0.4938	0.0013	0.3912	0.0002
WWTR1	14	1	13	0	0.1327	0.0001	0.358	0.0002
AGO2	39	16	23	0	0.4839	0.0042	0.4208	0.0002
KMT2A	28	25	3	0	0.1913	0.0029	0.4293	0.0002
RPS6KA4	13	11	2	0	0.2604	0.0003	0.4099	0.0002
ATRX	28	21	7	0	0.375	0.0039	0.4194	0.0002
NOTCH1	27	25	2	0	0.1372	0.0031	0.412	0.0002
FGFR3	31	17	13	1	0.5224	0.0055	0.4141	0.0002
ALK	16	12	3	1	0.3984	0.0045	0.3887	0.0002
SOX17	34	22	12	0	0.4567	0.0034	0.4197	0.0002
STAT5B	15	15	0	0	0.0	0.0014	0.4183	0.0002
APC	19	14	5	0	0.3878	0.0009	0.3989	0.0002
SETD2	27	21	6	0	0.3457	0.0065	0.4035	0.0002
LATS1	15	14	1	0	0.1244	0.0007	0.4109	0.0002
NKX3-1	30	12	18	0	0.48	0.0037	0.4082	0.0002
U2AF1	12	7	5	0	0.4861	0.0024	0.3847	0.0002
RAD50	17	16	1	0	0.1107	0.0009	0.4085	0.0002
SPEN	25	19	5	1	0.3808	0.0054	0.4155	0.0002
CUL3	16	15	1	0	0.1172	0.0014	0.4021	0.0001
SESN3	7	4	3	0	0.4898	0.0	0.3541	0.0001
BRAF	13	13	0	0	0.0	0.0007	0.3925	0.0001
AXL	26	20	5	1	0.3698	0.0025	0.4072	0.0001
SETDB1	15	3	12	0	0.32	0.0009	0.3554	0.0001
CD79A	27	19	8	0	0.417	0.0023	0.4223	0.0001
CDKN1B	12	2	10	0	0.2778	0.0003	0.3582	0.0001
B2M	18	11	7	0	0.4753	0.0005	0.4038	0.0001
RNF43	9	9	0	0	0.0	0.0006	0.3841	0.0001
BLM	12	9	3	0	0.375	0.0001	0.3802	0.0001
GPS2	5	0	5	0	0.0	0.0	0.32	0.0001
SF3B1	11	8	3	0	0.3967	0.0006	0.3776	0.0001
ALOX12B	6	1	5	0	0.2778	0.0	0.32	0.0001
SMAD4	16	10	6	0	0.4688	0.0046	0.3716	0.0001
NFE2L2	22	12	9	1	0.5331	0.001	0.382	0.0001
EED	10	4	6	0	0.48	0.0001	0.3412	0.0001
CYSLTR2	25	14	11	0	0.4928	0.0011	0.3989	0.0001
AKT3	13	11	2	0	0.2604	0.0005	0.3762	0.0001
FH	12	9	3	0	0.375	0.0005	0.3802	0.0001
REL	9	6	3	0	0.4444	0.0005	0.3429	0.0001
HIST1H3B	7	7	0	0	0.0	0.0002	0.3887	0.0001
BRIP1	15	12	3	0	0.32	0.0012	0.395	0.0001
FANCA	24	22	2	0	0.1528	0.0029	0.4162	0.0001
PAK1	13	5	8	0	0.4734	0.0045	0.3412	0.0001
RAD21	34	14	20	0	0.4844	0.0063	0.3866	0.0001
MYC	17	3	14	0	0.2907	0.0048	0.3747	0.0001
CRKL	20	6	14	0	0.42	0.0027	0.4015	0.0001
RAD52	16	7	9	0	0.4922	0.0004	0.371	0.0001
SESN1	2	0	2	0	0.0	0.0001	0.278	0.0001
MSI2	3	1	2	0	0.4444	0.0	0.3169	0.0001
REST	8	4	4	0	0.5	0.0001	0.3805	0.0001
JAK1	2	1	1	0	0.5	0.0002	0.3013	0.0001
HIST1H3C	5	5	0	0	0.0	0.0002	0.3617	0.0001
IDH1	7	5	2	0	0.4082	0.0004	0.3644	0.0001
TAP2	14	10	4	0	0.4082	0.0011	0.3921	0.0001
MLL	5	5	0	0	0.0	0.0001	0.362	0.0001
HOXB13	6	6	0	0	0.0	0.0002	0.3782	0.0001
RFWD2	9	7	2	0	0.3457	0.0002	0.3847	0.0001
KLF4	9	6	3	0	0.4444	0.0004	0.3666	0.0001
MCL1	36	15	21	0	0.4861	0.0065	0.4092	0.0001
RAD54L	9	5	4	0	0.4938	0.0001	0.3295	0.0001
SRC	15	7	8	0	0.4978	0.0015	0.3869	0.0001
FOXP1	10	5	5	0	0.5	0.0005	0.3453	0.0001
RIT1	21	4	17	0	0.3084	0.0015	0.3702	0.0001
NUF2	22	14	8	0	0.4628	0.001	0.4025	0.0001
CTNNB1	2	2	0	0	0.0	0.0001	0.278	0.0001
CSDE1	10	10	0	0	0.0	0.0004	0.4002	0.0001
TNFAIP3	8	6	2	0	0.375	0.0001	0.3671	0.0001
FUBP1	18	16	2	0	0.1975	0.0039	0.4005	0.0001
EIF4E	6	6	0	0	0.0	0.0	0.3878	0.0001
YES1	44	30	14	0	0.4339	0.004	0.4433	0.0001
ACVR1	7	7	0	0	0.0	0.0001	0.3641	0.0001
MRE11A	13	11	2	0	0.2604	0.0003	0.3909	0.0001
CDK6	13	7	6	0	0.497	0.0003	0.3918	0.0001
MDM2	6	2	4	0	0.4444	0.0005	0.3232	0.0001
CDK12	17	12	4	1	0.4429	0.0033	0.3869	0.0001
NBN	34	15	19	0	0.4931	0.0034	0.3972	0.0001
PMAIP1	6	0	6	0	0.0	0.0001	0.3384	0.0001
CCND2	30	17	13	0	0.4911	0.0032	0.3944	0.0001
TMEM127	1	1	0	0	0.0	0.0	0.3215	0.0001
FAM46C	11	8	3	0	0.3967	0.0004	0.3677	0.0001
ASXL1	23	16	7	0	0.4234	0.0021	0.3779	0.0001
FOXO1	18	10	8	0	0.4938	0.0005	0.3649	0.0001
PTPN11	12	12	0	0	0.0	0.0004	0.3893	0.0001
PRDM1	19	13	6	0	0.4321	0.0016	0.3969	0.0001
ROS1	16	10	2	4	0.5312	0.0125	0.3928	0.0001
PALB2	10	9	1	0	0.18	0.0004	0.3785	0.0001
ZRSR2	20	8	12	0	0.48	0.0005	0.366	0.0001
SMO	27	25	2	0	0.1372	0.0056	0.4271	0.0001
CRLF2	17	8	9	0	0.4983	0.0004	0.3719	0.0001
NEGR1	15	13	2	0	0.2311	0.0009	0.4031	0.0001
MUTYH	25	15	10	0	0.48	0.002	0.3995	0.0001
DAXX	9	8	1	0	0.1975	0.0004	0.3733	0.0001
TRAF7	19	10	9	0	0.4986	0.0007	0.3598	0.0001
IGF1R	18	14	4	0	0.3457	0.0025	0.389	0.0001
GATA2	20	16	4	0	0.32	0.0016	0.4162	0.0001
TGFBR1	14	12	2	0	0.2449	0.0006	0.3963	0.0001
AXIN1	12	7	5	0	0.4861	0.0001	0.3625	0.0001
MET	15	8	6	1	0.5511	0.0004	0.3638	0.0001
TP53BP1	16	12	4	0	0.375	0.0015	0.3829	0.0001
SHQ1	26	20	6	0	0.355	0.0051	0.4158	0.0001
EIF1AX	22	11	11	0	0.5	0.0005	0.3764	0.0001
ESR1	14	14	0	0	0.0	0.0007	0.4058	0.0001
RECQL	23	10	13	0	0.4915	0.0013	0.39	0.0001
PIK3CD	11	9	2	0	0.2975	0.0002	0.3823	0.0001
FANCC	4	2	2	0	0.5	0.0001	0.3342	0.0
SMARCE1	1	0	1	0	0.0	0.0	0.2423	0.0
TACC3	1	0	0	1	0.0	0.0	0.293	0.0
SESN2	12	10	2	0	0.2778	0.0007	0.3753	0.0
FGFR2	3	3	0	0	0.0	0.0001	0.3232	0.0
UPF1	10	7	3	0	0.42	0.0007	0.371	0.0
IL10	11	7	4	0	0.4628	0.0012	0.371	0.0
MSH3	10	9	1	0	0.18	0.0009	0.3826	0.0
HNF1A	10	7	3	0	0.42	0.0003	0.3641	0.0
HIST1H1C	5	4	1	0	0.32	0.0	0.358	0.0
SCG5	11	6	5	0	0.4959	0.0002	0.3762	0.0
CYLD	6	6	0	0	0.0	0.0003	0.3705	0.0
MAP2K1	6	6	0	0	0.0	0.0002	0.3559	0.0
PNRC1	12	5	7	0	0.4861	0.003	0.3612	0.0
FAM175A	6	4	2	0	0.4444	0.0	0.3719	0.0
POT1	6	6	0	0	0.0	0.0001	0.3606	0.0
MPL	11	6	5	0	0.4959	0.001	0.3536	0.0
HIST2H3D	7	0	7	0	0.0	0.0001	0.3417	0.0
LZTR1	6	5	1	0	0.2778	0.0001	0.3331	0.0
NSD3	8	0	8	0	0.0	0.0001	0.3762	0.0
RAD51B	5	1	4	0	0.32	0.0008	0.334	0.0
ASXL2	21	15	6	0	0.4082	0.0016	0.3838	0.0
TOP1	12	6	6	0	0.5	0.0006	0.3286	0.0
FYN	7	4	3	0	0.4898	0.0002	0.3446	0.0
HIST1H2BD	2	2	0	0	0.0	0.0	0.3349	0.0
EPAS1	9	7	2	0	0.3457	0.0003	0.3606	0.0
EZH1	4	4	0	0	0.0	0.0001	0.3533	0.0
RXRA	6	5	1	0	0.2778	0.0001	0.3471	0.0
EGFL7	2	1	1	0	0.5	0.0	0.2817	0.0
ELOC	2	0	2	0	0.0	0.0	0.2882	0.0
RAC2	4	2	2	0	0.5	0.0	0.3567	0.0
SMARCB1	6	5	1	0	0.2778	0.0001	0.3449	0.0
TNFRSF14	1	1	0	0	0.0	0.0	0.2982	0.0
GREM1	16	8	8	0	0.5	0.0005	0.3756	0.0
MALT1	10	4	6	0	0.48	0.0003	0.3375	0.0
BCL2L1	5	2	3	0	0.48	0.0001	0.3612	0.0
HIST3H3	7	5	2	0	0.4082	0.0002	0.3543	0.0
GAB1	3	2	1	0	0.4444	0.0	0.3536	0.0
HIST1H3G	4	4	0	0	0.0	0.0001	0.358	0.0
PPP6C	1	1	0	0	0.0	0.0	0.3277	0.0
SDHAF2	2	1	1	0	0.5	0.0	0.3223	0.0
MYCL	1	1	0	0	0.0	0.0	0.3241	0.0
LMO1	1	1	0	0	0.0	0.0	0.3072	0.0
PTP4A1	6	4	2	0	0.4444	0.0002	0.3436	0.0
MAPKAP1	3	2	1	0	0.4444	0.0	0.3109	0.0
MAX	2	0	2	0	0.0	0.0	0.2827	0.0
SUFU	2	2	0	0	0.0	0.0	0.3221	0.0
RHEB	5	2	3	0	0.48	0.0003	0.332	0.0
RHOA	3	1	2	0	0.4444	0.0	0.29	0.0
PIK3R3	5	4	1	0	0.32	0.0004	0.3453	0.0
SMARCD1	2	1	1	0	0.5	0.0	0.3004	0.0
MYCL1	6	1	5	0	0.2778	0.0002	0.3137	0.0
XIAP	3	2	1	0	0.4444	0.0041	0.3198	0.0
SLFN11	4	2	2	0	0.5	0.0001	0.3117	0.0
STAT3	1	1	0	0	0.0	0.0	0.2843	0.0
PRKAR1A	2	1	1	0	0.5	0.0	0.275	0.0
PRKN	1	0	1	0	0.0	0.0	0.3466	0.0
STK40	1	1	0	0	0.0	0.0	0.2971	0.0
ZNRF3	1	1	0	0	0.0	0.0	0.2899	0.0
SDC4	1	0	0	1	0.0	0.0	0.2822	0.0
SLC34A2	1	0	0	1	0.0	0.0	0.2822	0.0
SH2D1A	1	0	1	0	0.0	0.0	0.2424	0.0
KIF5B	2	0	0	2	0.0	0.0	0.3192	0.0
PDPK1	2	2	0	0	0.0	0.0	0.3143	0.0
KLF5	2	1	1	0	0.5	0.0	0.3159	0.0
SETD8	1	1	0	0	0.0	0.0	0.3194	0.0
RYBP	3	0	3	0	0.0	0.0	0.3111	0.0
PLK2	4	3	1	0	0.375	0.0001	0.3123	0.0
H3C14	8	0	8	0	0.0	0.0001	0.3349	0.0
GAB2	1	0	1	0	0.0	0.0	0.2546	0.0
GATA3	17	12	5	0	0.4152	0.0012	0.366	0.0
GNAQ	7	4	3	0	0.4898	0.0002	0.3699	0.0
TGFBR2	6	5	1	0	0.2778	0.0	0.3493	0.0
MDM4	7	0	7	0	0.0	0.0	0.3169	0.0
H3F3B	2	1	1	0	0.5	0.0	0.3277	0.0
NRAS	6	5	1	0	0.2778	0.0002	0.362	0.0
HIST1H3A	1	1	0	0	0.0	0.0	0.3245	0.0
HIST1H3F	1	1	0	0	0.0	0.0	0.3103	0.0
HIST1H3H	1	1	0	0	0.0	0.0	0.3159	0.0
HIST1H3I	1	1	0	0	0.0	0.0	0.2825	0.0
HLA-C	1	1	0	0	0.0	0.0	0.3137	0.0
ID3	2	0	2	0	0.0	0.0001	0.2955	0.0
TCF3	18	10	8	0	0.4938	0.0016	0.3641	0.0
IDH2	5	4	1	0	0.32	0.0002	0.3361	0.0
SPOP	7	5	2	0	0.4082	0.0001	0.3415	0.0
MSI1	1	1	0	0	0.0	0.0	0.3194	0.0
RTEL1-TNFRSF6B	3	3	0	0	0.0	0.0	0.3333	0.0
HIST2H3C	7	0	7	0	0.0	0.0001	0.3417	0.0
CDC73	7	5	2	0	0.4082	0.0001	0.3408	0.0
H3C13	7	0	7	0	0.0	0.0	0.3347	0.0
MYD88	5	2	3	0	0.48	0.0001	0.3456	0.0
PIK3R2	5	4	1	0	0.32	0.0	0.3536	0.0
INHA	7	7	0	0	0.0	0.0001	0.3785	0.0
CTLA4	6	6	0	0	0.0	0.0	0.3649	0.0
CASP8	6	5	1	0	0.2778	0.0001	0.3546	0.0
RAD51D	5	2	3	0	0.48	0.0002	0.3275	0.0
CYP19A1	3	3	0	0	0.0	0.0	0.3567	0.0
ERG	5	2	3	0	0.48	0.0	0.3137	0.0
PPP2R1A	12	11	1	0	0.1528	0.0016	0.3896	0.0
IGF1	6	6	0	0	0.0	0.0002	0.3674	0.0
HIST1H3E	2	2	0	0	0.0	0.0	0.3115	0.0
CALR	10	3	7	0	0.42	0.0	0.3221	0.0
MLL4	6	4	2	0	0.4444	0.0	0.3716	0.0
GNA11	14	4	10	0	0.4082	0.0009	0.3562	0.0
MAP2K2	17	7	10	0	0.4844	0.0011	0.363	0.0
MITF	24	14	10	0	0.4861	0.0031	0.395	0.0
ERF	12	7	5	0	0.4861	0.0002	0.3559	0.0
GSK3B	20	16	4	0	0.32	0.0011	0.4025	0.0
CD79B	13	12	1	0	0.142	0.0003	0.385	0.0
SHOC2	4	3	1	0	0.375	0.0001	0.3451	0.0
AKT1	9	4	5	0	0.4938	0.0001	0.3625	0.0
STAT5A	6	6	0	0	0.0	0.0002	0.362	0.0
PPARG	4	4	0	0	0.0	0.0	0.3533	0.0
INSR	19	8	11	0	0.4875	0.0016	0.3636	0.0
MAPK3	10	6	4	0	0.48	0.0002	0.362	0.0
BABAM1	8	3	5	0	0.4688	0.0002	0.3456	0.0
BCL10	1	1	0	0	0.0	0.0	0.2674	0.0
BBC3	1	1	0	0	0.0	0.0	0.2876	0.0
MST1R	16	10	6	0	0.4688	0.0026	0.3744	0.0
