Gene_A	Gene_B	Edge_Multiplexity	Active_Omics
IL7R	NFKBIA	2	CNA,MUT
HGF	BTK	2	CNA,MUT
SMARCA4	CARM1	2	CNA,SV
FAT1	MAP3K13	2	CNA,MUT
MITF	RICTOR	2	CNA,MUT
CDKN2A	CDKN2Ap14ARF	2	CNA,MUT
INPP4A	FUBP1	2	CNA,MUT
PIK3CB	UPF1	2	CNA,MUT
PTPRD	PTCH1	2	CNA,MUT
MDC1	FLT3	2	CNA,MUT
PTEN	RB1	2	CNA,MUT
MALT1	IDH1	2	CNA,MUT
ATR	EIF4A2	2	CNA,MUT
SOX2	IL7R	2	CNA,MUT
CREBBP	PALB2	2	CNA,MUT
MYC	RECQL4	2	CNA,MUT
NCOA3	RB1	2	CNA,MUT
CDKN2A	RAC1	2	CNA,MUT
FLT3	FGFR4	2	CNA,MUT
BTK	ETV1	2	CNA,MUT
KIT	CEBPA	2	CNA,MUT
RBM10	MAPK3	2	CNA,MUT
JAK2	WT1	2	CNA,MUT
BCOR	CRLF2	2	CNA,MUT
AXIN1	TSC2	2	CNA,MUT
JAK2	GLI1	2	CNA,MUT
NTRK1	PIK3CD	2	CNA,MUT
PHOX2B	CDKN2A	2	CNA,MUT
CYSLTR2	FLT1	2	CNA,MUT
FGFR4	GSK3B	2	CNA,MUT
INPPL1	EED	2	CNA,MUT
AMER1	MUTYH	2	CNA,MUT
BCL6	CEBPA	2	CNA,MUT
CARD11	SETDB1	2	CNA,MUT
KIT	KDR	2	CNA,MUT
PMS2	GNAQ	2	CNA,MUT
TERT	CARD11	2	CNA,MUT
PLCG2	ETV1	2	CNA,MUT
MCL1	RPS6KA4	2	CNA,MUT
AKT2	CIC	2	CNA,MUT
FLT3	CUL3	2	CNA,MUT
NCOR1	EPHA5	2	CNA,MUT
TERT	DROSHA	2	CNA,MUT
CEBPA	INHBA	2	CNA,MUT
KMT2C	EZH2	2	CNA,MUT
NOTCH4	STK19	2	CNA,MUT
NBN	ARAF	2	CNA,MUT
CREBBP	TRAF7	2	CNA,MUT
GRIN2A	SOCS1	2	CNA,MUT
EPHA7	MITF	2	CNA,MUT
PIK3R2	CDK12	2	CNA,MUT
CDK12	RARA	2	CNA,MUT
EIF4A2	APC	2	CNA,MUT
AR	FOXL2	2	CNA,MUT
NOTCH3	BABAM1	2	CNA,MUT
RB1	FOXA1	2	CNA,MUT
CDKN2A	SMAD2	2	CNA,MUT
NTRK3	BLM	2	CNA,MUT
EIF4A2	PRKCI	2	CNA,MUT
KDR	FOXP1	2	CNA,MUT
LATS2	TSC2	2	CNA,MUT
KIT	FGF4	2	CNA,MUT
AXIN1	TRAF7	2	CNA,MUT
EPHB1	PRKCI	2	CNA,MUT
NOTCH2	NRAS	2	CNA,MUT
IRS2	ERCC5	2	CNA,MUT
AMER1	RBM10	2	CNA,MUT
CCND1	FGF19	2	CNA,MUT
TP63	WHSC1	2	CNA,MUT
SETD2	IDH1	2	CNA,MUT
PDGFRA	EPHA3	2	CNA,MUT
BCL6	TP63	2	CNA,MUT
RECQL4	KDM5A	2	CNA,MUT
PIK3CG	MET	2	CNA,MUT
ARID1B	NCOA3	2	CNA,MUT
HGF	MAPK3	2	CNA,MUT
PREX2	KDM5C	2	CNA,MUT
STK11	KEAP1	2	CNA,MUT
DDR2	NTRK1	2	CNA,MUT
MCL1	DNMT1	2	CNA,MUT
NFE2L2	PIK3CA	2	CNA,MUT
TERT	NOTCH2	2	CNA,MUT
YES1	PREX2	2	CNA,MUT
PAK7	KRAS	2	CNA,MUT
NBN	WHSC1L1	2	CNA,MUT
CIC	ERF	2	CNA,MUT
IRS1	PTPRD	2	CNA,MUT
GATA1	CDKN2A	2	CNA,MUT
BCOR	AMER1	2	CNA,MUT
AURKA	RTEL1	2	CNA,MUT
STK11	SMARCA4	2	CNA,MUT
GATA3	ERCC5	2	CNA,MUT
TP63	PIK3CA	2	CNA,MUT
INSR	VEGFA	2	CNA,MUT
APC	FOXL2	2	CNA,MUT
MSH2	MSH6	2	CNA,MUT
SOX2	PIK3CA	2	CNA,MUT
NBN	KDM5C	2	CNA,MUT
CYSLTR2	ERCC5	2	CNA,MUT
CASP8	SPRED1	2	CNA,MUT
PGR	INPPL1	2	CNA,MUT
EIF1AX	KDM6A	2	CNA,MUT
PTPRS	MAP2K2	2	CNA,MUT
PIK3CG	GSK3B	2	CNA,MUT
YES1	WHSC1	2	CNA,MUT
IKZF1	RAC1	2	CNA,MUT
PDGFRA	MAPK1	2	CNA,MUT
KIT	EPHA5	2	CNA,MUT
TP53	PARK2	2	CNA,MUT
AR	TP63	2	CNA,MUT
FGFR1	ARAF	2	CNA,MUT
RECQL4	MST1R	2	CNA,MUT
RECQL4	GATA3	2	CNA,MUT
RBM10	RECQL	2	CNA,MUT
NTRK1	IKBKE	2	CNA,MUT
FGFR1	AKT1	2	CNA,MUT
STK11	GNA11	2	CNA,MUT
EPHA7	MGA	2	CNA,MUT
EPHA7	FYN	2	CNA,MUT
EIF4A2	NFE2L2	2	CNA,MUT
BCOR	FGFR4	2	CNA,MUT
MGA	SPRED1	2	CNA,MUT
MCL1	CCNE1	2	CNA,MUT
PHOX2B	KMT2B	2	CNA,MUT
ZRSR2	CDK6	2	CNA,MUT
SLX4	TRAF7	2	CNA,MUT
ANKRD11	PLCG2	2	CNA,MUT
PDGFRA	FUBP1	2	CNA,MUT
NTRK1	FH	2	CNA,MUT
ERBB3	GLI1	2	CNA,MUT
CREBBP	AXIN1	2	CNA,MUT
NPM1	FLT1	2	CNA,MUT
IKZF1	PMS2	2	CNA,MUT
KMT2B	RAC1	2	CNA,MUT
CDC73	PARP1	2	CNA,MUT
SLX4	CREBBP	2	CNA,MUT
ARID2	TP63	2	CNA,MUT
ARID2	RICTOR	2	CNA,MUT
AKT2	KMT2B	2	CNA,MUT
ARID2	PTPRT	2	CNA,MUT
FAM46C	PIK3CA	2	CNA,MUT
PRDM14	RECQL4	2	CNA,MUT
SOX2	DCUN1D1	2	CNA,MUT
NF1	SUZ12	2	CNA,MUT
BRD4	INSR	2	CNA,MUT
EIF4A2	FOXL2	2	CNA,MUT
CDKN2A	SMARCA2	2	CNA,MUT
BARD1	AXIN1	2	CNA,MUT
TCF3	GNA11	2	CNA,MUT
ARAF	MUTYH	2	CNA,MUT
AMER1	ATRX	2	CNA,MUT
TERT	MSI2	2	CNA,MUT
DCUN1D1	EIF4A2	2	CNA,MUT
CARD11	SDHA	2	CNA,MUT
KMT2B	SDHAF2	2	CNA,MUT
RHEB	RICTOR	2	CNA,MUT
TP53	NSD1	2	CNA,MUT
FAT1	PRKD1	2	CNA,MUT
KMT2B	FOXL2	2	CNA,MUT
PPM1D	BRIP1	2	CNA,MUT
PRDM14	SMARCA4	2	CNA,MUT
APC	RAD50	2	CNA,MUT
FGFR1	PRDM14	2	CNA,MUT
NCOR1	ALOX12B	2	CNA,MUT
FLT3	PDCD1	2	CNA,MUT
JAK2	CRLF2	2	CNA,MUT
CDC73	IKBKE	2	CNA,MUT
EPHA3	FAM175A	2	CNA,MUT
AR	KDM6A	2	CNA,MUT
PGR	MRE11A	2	CNA,MUT
RAD21	RECQL4	2	CNA,MUT
CARM1	KEAP1	2	CNA,MUT
PIK3CA	SMYD3	2	CNA,MUT
TSC1	WT1	2	CNA,MUT
IRS1	FGFR4	2	CNA,MUT
EPHA7	SHQ1	2	CNA,MUT
CD79A	KMT2B	2	CNA,MUT
EIF4A2	CDKN2A	2	CNA,MUT
TERT	CYSLTR2	2	CNA,MUT
ARAF	KDM5A	2	CNA,MUT
NTRK1	NUF2	2	CNA,MUT
JAK2	CDKN2A	2	CNA,MUT
KMT2B	GSK3B	2	CNA,MUT
IRF4	BRCA2	2	CNA,MUT
NTRK1	SPOP	2	CNA,MUT
TP63	EP300	2	CNA,MUT
BTK	ARAF	2	CNA,MUT
SMARCA4	NOTCH3	2	CNA,MUT
RICTOR	BRCA2	2	CNA,MUT
FGFR3	CIC	2	CNA,MUT
DDR2	FGFR1	2	CNA,MUT
MAP3K13	PRKCI	2	CNA,MUT
POLD1	SMARCA4	2	CNA,MUT
NUF2	SDHC	2	CNA,MUT
NF1	BLM	2	CNA,MUT
SOX17	MGA	2	CNA,MUT
EPHA3	ERCC5	2	CNA,MUT
PREX2	GREM1	2	CNA,MUT
AGO2	PREX2	2	CNA,MUT
AR	GATA1	2	CNA,MUT
AGO2	TP63	2	CNA,MUT
KDM5C	KDM6A	2	CNA,MUT
BARD1	NOTCH2	2	CNA,MUT
CDKN2A	BIRC3	2	CNA,MUT
SPEN	SOCS1	2	CNA,MUT
NOTCH3	DNAJB1	2	CNA,MUT
PGR	SESN3	2	CNA,MUT
PAK7	RECQL	2	CNA,MUT
MUTYH	PAK7	2	CNA,MUT
EPHB1	NOTCH2	2	CNA,MUT
ETV6	H3F3C	2	CNA,MUT
TP63	CCNE1	2	CNA,MUT
AMER1	MED12	2	CNA,MUT
AGO2	PHOX2B	2	CNA,MUT
TCF3	PTPRS	2	CNA,MUT
INPPL1	CDKN2A	2	CNA,MUT
HGF	KDM5C	2	CNA,MUT
RICTOR	BAP1	2	CNA,MUT
ASXL1	DNMT3B	2	CNA,MUT
RECQL4	SOX17	2	CNA,MUT
EPHB1	PIK3CA	2	CNA,MUT
KDM6A	RB1	2	CNA,MUT
GRIN2A	TRAF7	2	CNA,MUT
FGFR1	NKX3-1	2	CNA,MUT
AGO2	STK11	2	CNA,MUT
SLX4	LATS2	2	CNA,MUT
FGFR3	CD79A	2	CNA,MUT
ATM	BIRC3	2	CNA,MUT
PTPRD	CBL	2	CNA,MUT
LATS2	SDHA	2	CNA,MUT
AXIN2	H3F3C	2	CNA,MUT
NFKBIA	SDHA	2	CNA,MUT
DOT1L	KEAP1	2	CNA,MUT
DDR2	INHBA	2	CNA,MUT
FAM46C	VTCN1	2	CNA,MUT
NOTCH2	DROSHA	2	CNA,MUT
INSR	DOT1L	2	CNA,MUT
KIT	DROSHA	2	CNA,MUT
EPHB1	U2AF1	2	CNA,MUT
XPO1	NFE2L2	2	CNA,MUT
GATA1	FGF4	2	CNA,MUT
YES1	PTPRD	2	CNA,MUT
PTPRT	FGFR1	2	CNA,MUT
FLT3	PTPRD	2	CNA,MUT
MGA	ASXL2	2	CNA,MUT
TAP1	MAP2K2	2	CNA,MUT
EPHA3	PRKD1	2	CNA,MUT
FGF3	EED	2	CNA,MUT
CARD11	BIRC3	2	CNA,MUT
TERT	MAPK1	2	CNA,MUT
BAP1	MST1R	2	CNA,MUT
MTOR	GRIN2A	2	CNA,MUT
IRS2	PIK3C2G	2	CNA,MUT
TAP1	NOTCH4	2	CNA,MUT
ROS1	PIK3CB	2	MUT,SV
SDHA	FAM58A	2	CNA,MUT
CBL	MET	2	CNA,MUT
LATS2	FOXO1	2	CNA,MUT
DNMT3A	MGA	2	CNA,MUT
CCND2	CRKL	2	CNA,MUT
SPEN	NEGR1	2	CNA,MUT
BTK	MED12	2	CNA,MUT
RECQL4	WHSC1	2	CNA,MUT
FAT1	PTPRD	2	CNA,MUT
JAK2	KDM5C	2	CNA,MUT
MET	SYK	2	CNA,MUT
AR	MED12	2	CNA,MUT
YES1	NOTCH3	2	CNA,MUT
NCOR1	TEK	2	CNA,MUT
SOX2	KDM6A	2	CNA,MUT
RICTOR	CARD11	2	CNA,MUT
FGFR4	PTPRD	2	CNA,MUT
INHBA	RAC2	2	CNA,MUT
GRIN2A	NTHL1	2	CNA,MUT
PIK3C2G	RECQL	2	CNA,MUT
EPHA7	PNRC1	2	CNA,MUT
TCF7L2	PRKD1	2	CNA,MUT
MYCN	MAP3K13	2	CNA,MUT
NTRK1	RPS6KA4	2	CNA,MUT
KMT2B	GNAQ	2	CNA,MUT
FOXL2	SDHA	2	CNA,MUT
FGFR4	PIK3C3	2	CNA,MUT
SMARCA4	KEAP1	2	CNA,MUT
CEBPA	DROSHA	2	CNA,MUT
CD79A	FGF4	2	CNA,MUT
MTOR	CREBBP	2	CNA,MUT
WHSC1L1	PRKD1	2	CNA,MUT
IL7R	DROSHA	2	CNA,MUT
KMT2B	TSHR	2	CNA,MUT
DDR2	NUF2	2	CNA,MUT
PRDM14	AMER1	2	CNA,MUT
CENPA	SETD2	2	CNA,MUT
EPHA3	SDHA	2	CNA,MUT
AGO2	JAK2	2	CNA,MUT
RUNX1	CSF1R	2	CNA,MUT
U2AF1	KEAP1	2	CNA,MUT
PARP1	RIT1	2	CNA,MUT
TERT	NFKBIA	2	CNA,MUT
KDM5C	SESN2	2	CNA,MUT
NF1	PIK3CG	2	CNA,MUT
LATS2	BRD4	2	CNA,MUT
RECQL4	PDCD1	2	CNA,MUT
PTPRD	SPRED1	2	CNA,MUT
ARID1B	PTPRD	2	CNA,MUT
HGF	WHSC1	2	CNA,MUT
KIT	ERCC4	2	CNA,MUT
H3F3C	SDHA	2	CNA,MUT
CEBPA	PRDM1	2	CNA,MUT
NCOR1	PTPRD	2	CNA,MUT
YAP1	PAK1	2	CNA,MUT
NTRK1	RECQL4	2	CNA,MUT
TP63	MLL4	2	CNA,MUT
NOTCH4	MAP2K2	2	CNA,MUT
CCND1	MEN1	2	CNA,MUT
ATM	YAP1	2	CNA,MUT
MDC1	IRF4	2	CNA,MUT
MAP3K1	PIK3R1	2	CNA,MUT
CSF1R	ERCC3	2	CNA,MUT
ATR	PRKCI	2	CNA,MUT
PRDM1	TSC2	2	CNA,MUT
NF1	CARD11	2	MUT,SV
PDGFRA	RECQL4	2	CNA,MUT
PTPRT	GNAS	2	CNA,MUT
AGO2	LATS2	2	CNA,MUT
CREBBP	CDKN2A	2	CNA,MUT
PIK3C3	SMAD2	2	CNA,MUT
DNMT3A	SPRED1	2	CNA,MUT
FGFR3	KDM6A	2	CNA,MUT
LATS2	FLT1	2	CNA,MUT
NTRK1	ERBB3	2	CNA,MUT
PTPRD	PIK3C3	2	CNA,MUT
NTRK1	CBL	2	CNA,MUT
BCOR	RBM10	2	CNA,MUT
DOT1L	RAD54L	2	CNA,MUT
FLT3	ERCC5	2	CNA,MUT
PIK3C2G	BCL2	2	CNA,MUT
ARAF	KDM6A	2	CNA,MUT
PTPRD	PAX5	2	CNA,MUT
KNSTRN	SETD2	2	CNA,MUT
WHSC1L1	ARID1A	2	CNA,MUT
RAD21	SOX17	2	CNA,MUT
MCL1	ELF3	2	CNA,MUT
SHQ1	SPRED1	2	CNA,MUT
NTRK1	FGFR1	2	CNA,MUT
MGA	KNSTRN	2	CNA,MUT
KIT	XPO1	2	CNA,MUT
