Gene_A	Gene_B	Edge_Multiplexity	Active_Omics
PRKCI	EIF4A2	2	CNA,MUT
NKX3-1	PTPRT	2	CNA,MUT
AMER1	ARAF	2	CNA,MUT
AMER1	INPPL1	2	CNA,MUT
CCND2	ETV6	2	CNA,MUT
DUSP4	FGFR4	2	CNA,MUT
MCL1	NUF2	2	CNA,MUT
NOTCH2	NRAS	2	CNA,MUT
HGF	FGFR4	2	CNA,MUT
CEBPA	EP300	2	CNA,MUT
MAP3K13	PRKCI	2	CNA,MUT
PRKCI	PTCH1	2	CNA,MUT
SDHA	RICTOR	2	CNA,MUT
DUSP4	PREX2	2	CNA,MUT
FGF3	RPS6KB2	2	CNA,MUT
AGO2	PHOX2B	2	CNA,MUT
DNMT3B	TOP1	2	CNA,MUT
RAD21	PREX2	2	CNA,MUT
AGO2	FLT3	2	CNA,MUT
EPHA3	DIS3	2	CNA,MUT
BIRC3	EGFR	2	CNA,MUT
KNSTRN	TP53BP1	2	CNA,MUT
KMT2B	ETV6	2	CNA,MUT
RBM10	NKX3-1	2	CNA,MUT
ARAF	KDM6A	2	CNA,MUT
ARAF	FGFR4	2	CNA,MUT
CYSLTR2	SMO	2	CNA,MUT
B2M	FAT1	2	CNA,MUT
ASXL1	NSD1	2	CNA,MUT
TP63	BCL6	2	CNA,MUT
CREBBP	PALB2	2	CNA,MUT
BRCA2	CDKN2A	2	CNA,MUT
EIF1AX	CRLF2	2	CNA,MUT
SLX4	MTOR	2	CNA,MUT
PIK3CA	NFE2L2	2	CNA,MUT
MGA	DNMT3A	2	CNA,MUT
KDM5C	BCOR	2	CNA,MUT
DNMT3B	CCND1	2	CNA,MUT
KDM5C	GATA1	2	CNA,MUT
NOTCH2	MITF	2	CNA,MUT
AMER1	MED12	2	CNA,MUT
AMER1	KDM6A	2	CNA,MUT
TERT	RICTOR	2	CNA,MUT
SPEN	NEGR1	2	CNA,MUT
RECQL4	YES1	2	CNA,MUT
ZRSR2	ATRX	2	CNA,MUT
PHOX2B	KMT2B	2	CNA,MUT
KDM5C	ARAF	2	CNA,MUT
EPHA7	SHQ1	2	CNA,MUT
DDR2	DIS3	2	CNA,MUT
CCND1	FGF19	2	CNA,MUT
FGFR4	ATRX	2	CNA,MUT
ASXL1	TOP1	2	CNA,MUT
SOX2	NFE2L2	2	CNA,MUT
ARAF	INPPL1	2	CNA,MUT
PRKCI	PIK3CA	2	CNA,MUT
ARAF	E2F3	2	CNA,MUT
AR	MED12	2	CNA,MUT
CYSLTR2	FOXO1	2	CNA,MUT
MGA	SETD2	2	CNA,MUT
FOXP1	KDR	2	CNA,MUT
MGA	SPRED1	2	CNA,MUT
CALR	PTPRS	2	CNA,MUT
SDHA	TERT	2	CNA,MUT
SMARCA4	KEAP1	2	CNA,MUT
KIT	KDR	2	CNA,MUT
CARD11	PMS2	2	CNA,MUT
AXL	TSHR	2	CNA,MUT
EIF4A2	NFE2L2	2	CNA,MUT
HGF	NSD1	2	CNA,MUT
BTK	ARAF	2	CNA,MUT
CEBPA	KMT2B	2	CNA,MUT
SDHA	IL7R	2	CNA,MUT
ATRX	PREX2	2	CNA,MUT
FGFR4	IRS1	2	CNA,MUT
AR	DUSP4	2	CNA,MUT
HGF	CARD11	2	CNA,MUT
ARID1B	ESR1	2	CNA,MUT
KEAP1	STK11	2	CNA,MUT
TP63	SOX2	2	CNA,MUT
RICTOR	MITF	2	CNA,MUT
BTK	MED12	2	CNA,MUT
AMER1	HGF	2	CNA,MUT
KDM6A	FGFR1	2	CNA,MUT
KDM5C	JAK2	2	CNA,MUT
NOTCH3	DNAJB1	2	CNA,MUT
ASXL1	DNMT3B	2	CNA,MUT
WHSC1L1	GATA1	2	CNA,MUT
MAP3K13	BCL6	2	CNA,SV
NCOA3	FOXA1	2	CNA,MUT
KDM5C	NBN	2	CNA,MUT
CDKN2A	PIK3CB	2	CNA,MUT
EIF4A2	CRKL	2	CNA,MUT
ERCC4	KIT	2	CNA,MUT
MGA	KNSTRN	2	CNA,MUT
AGO2	KLF4	2	CNA,MUT
CDK12	ERBB2	2	CNA,MUT
DNMT3A	ASXL2	2	CNA,MUT
FGF3	CDKN2A	2	CNA,MUT
PTPRS	TCF3	2	CNA,MUT
KMT2B	WHSC1L1	2	CNA,MUT
SMARCA4	STK11	2	CNA,MUT
ATR	PRKCI	2	CNA,MUT
TSHR	JAK2	2	CNA,MUT
KDM5C	EIF1AX	2	CNA,MUT
IL7R	RICTOR	2	CNA,MUT
DDR2	ERCC5	2	CNA,MUT
AGO2	NBN	2	CNA,MUT
MSH6	XPO1	2	CNA,MUT
AMER1	WHSC1	2	CNA,MUT
NBN	HNF1A	2	CNA,MUT
KDM6A	MED12	2	CNA,MUT
DROSHA	RICTOR	2	CNA,MUT
ARAF	BCOR	2	CNA,MUT
ARAF	GATA1	2	CNA,MUT
ASXL1	CCND3	2	CNA,MUT
MGA	MST1R	2	CNA,MUT
AKT1	PAK7	2	CNA,MUT
KDM5C	CRLF2	2	CNA,MUT
KDM5C	KDM6A	2	CNA,MUT
MYC	RECQL4	2	CNA,MUT
ARAF	MED12	2	CNA,MUT
KDM5C	FGFR4	2	CNA,MUT
ARAF	EIF1AX	2	CNA,MUT
ALK	DNMT3A	2	CNA,MUT
HNF1A	LYN	1	MUT
DUSP4	RBM10	1	CNA
FGF3	FGF19	1	CNA
IRS1	TBX3	1	MUT
NTRK1	KDM5A	1	MUT
PIK3CG	ERF	1	MUT
SHQ1	MITF	1	CNA
PTPRD	APC	1	MUT
MTAP	FLT1	1	CNA
NTRK1	SDHC	1	CNA
EPHA3	GLI1	1	MUT
CDK12	PAK1	1	MUT
ATRX	SDHA	1	MUT
MAP3K13	SOX2	1	CNA
CSF3R	NOTCH3	1	MUT
KDM6A	CD274	1	CNA
DIS3	MTOR	1	MUT
TP63	TP53	1	MUT
PHOX2B	JAK3	1	MUT
WT1	KDR	1	MUT
PTPRD	AXL	1	MUT
ESR1	TSHR	1	MUT
MLL2	KDM5A	1	MUT
DCUN1D1	PIK3CA	1	CNA
PIK3CG	GLI1	1	MUT
TP63	PIK3CA	1	CNA
TSHR	ZFHX3	1	MUT
NF1	GRIN2A	1	MUT
ARID1B	MRE11A	1	MUT
ANKRD11	PTPRD	1	MUT
EIF1AX	ZRSR2	1	CNA
ATRX	NF1	1	MUT
PREX2	IRF4	1	MUT
WWTR1	PIK3CA	1	CNA
WWTR1	PRKCI	1	CNA
GLI1	LATS1	1	MUT
TET2	NOTCH4	1	MUT
PIK3C2G	PIK3C3	1	MUT
ASXL2	EPHA7	1	MUT
PAK7	NKX3-1	1	CNA
BCL2L1	NFKBIA	1	CNA
AKT1	RAD21	1	CNA
WHSC1	NOTCH3	1	MUT
NOTCH4	PPP2R1A	1	MUT
CDKN1B	ETV6	1	CNA
CD79A	TSHR	1	MUT
ARID1A	HIST1H3D	1	MUT
ERCC3	ATRX	1	MUT
PIK3C3	CSDE1	1	MUT
ZRSR2	CRLF2	1	CNA
MGA	INPPL1	1	MUT
LATS1	TGFBR2	1	MUT
LYN	PARK2	1	MUT
SLX4	POLE	1	MUT
NF1	CYSLTR2	1	MUT
DUSP4	NF1	1	MUT
FLT3	NTRK1	1	MUT
TP63	WWTR1	1	CNA
PIK3C2G	ERBB4	1	MUT
EPHA5	IGF1	1	MUT
ALK	MYOD1	1	MUT
WWTR1	ATR	1	CNA
EPCAM	FGF19	1	CNA
PIK3CA	TP53	1	MUT
AKT2	MLL4	1	CNA
PREX2	SF3B1	1	MUT
SHQ1	FOXP1	1	CNA
MAP3K13	DCUN1D1	1	CNA
PTCH1	INPP4B	1	MUT
AMER1	ZRSR2	1	CNA
MYC	RHOA	1	CNA
KMT2A	POLE	1	MUT
FOXP1	MITF	1	CNA
CDKN2A	MTAP	1	CNA
FGF4	RPS6KB2	1	CNA
MST1R	SLX4	1	MUT
RBM10	TCF3	1	MUT
PTPRD	NF1	1	MUT
RAD52	KDM5A	1	CNA
MYC	TCEB1	1	CNA
PGR	CCND3	1	MUT
BIRC3	BRCA2	1	MUT
RIT1	SDHC	1	CNA
AMER1	ESR1	1	MUT
KMT2C	FLT4	1	MUT
ASXL1	BCL2L1	1	CNA
SOX2	TP53	1	MUT
ARAF	WHSC1	1	CNA
FLT3	EP300	1	MUT
SETD2	NOTCH4	1	MUT
TP63	FGF3	1	CNA
CEBPA	EIF4A2	1	CNA
AXIN2	NF1	1	MUT
ERBB4	SPRED1	1	MUT
HIST2H3C	HIST2H3D	1	CNA
FOXA1	NKX2-1	1	CNA
CCNE1	CEBPA	1	CNA
MYOD1	AXIN2	1	MUT
ALB	MGA	1	MUT
PGR	ERCC2	1	MUT
AXL	SPEN	1	MUT
WWTR1	SOX2	1	CNA
SDHA	SESN1	1	MUT
AXL	ERCC4	1	MUT
PGR	IL7R	1	MUT
NTRK3	EPHA3	1	MUT
SHQ1	TGFBR2	1	MUT
AKT2	MAP3K13	1	CNA
KMT2D	INPP4A	1	MUT
EPHB1	KMT2C	1	MUT
DUSP4	NKX3-1	1	CNA
CCNE1	NUP93	1	CNA
H3C14	SETDB1	1	CNA
EIF4A2	TP53	1	MUT
ROS1	HIST1H3B	1	MUT
ARAF	AR	1	CNA
CDKN2Ap16INK4A	MTAP	1	CNA
ASXL1	TRAF2	1	MUT
NFKBIA	FOXA1	1	CNA
MLH1	RASA1	1	MUT
BIRC3	YAP1	1	CNA
MTAP	PIK3CB	1	CNA
CD274	PDCD1LG2	1	CNA
ATM	CSF1R	1	MUT
CSF1R	IRS1	1	MUT
MGA	CD79B	1	MUT
BCOR	NCOA3	1	MUT
DUSP4	PTPRT	1	CNA
PTPRT	RAC2	1	MUT
MGA	EPHA5	1	MUT
ERBB4	CYSLTR2	1	MUT
CREBBP	PTPN11	1	MUT
EPHB1	FGFR3	1	MUT
MDC1	SF3B1	1	MUT
SHQ1	RYBP	1	CNA
RICTOR	TRIP13	1	CNA
CYLD	PTPRT	1	MUT
PTPRS	PTPRT	1	MUT
SDHA	TRIP13	1	CNA
PGR	NRAS	1	MUT
AKT2	WHSC1L1	1	CNA
ARID1A	SMAD2	1	MUT
GREM1	SCG5	1	CNA
BRCA2	MTAP	1	CNA
DDR2	TP53	1	MUT
APC	AXIN2	1	MUT
IRS1	SETD8	1	MUT
PRDM14	TCEB1	1	CNA
NF1	RASA1	1	MUT
AR	KDM6A	1	CNA
FGF19	RPS6KB2	1	CNA
PTPRD	CDKN2B	1	CNA
KMT2A	MUTYH	1	MUT
AKT2	CEBPA	1	CNA
NFE2L2	KMT2D	1	MUT
PIK3CA	CUL3	1	MUT
CDKN2B	TEK	1	CNA
ARAF	ZRSR2	1	CNA
CCND2	CDKN1B	1	CNA
PRKCI	SOX2	1	CNA
ALK	EML4	1	SV
EIF4A2	PIK3CA	1	CNA
CDKN2A	RNF43	1	MUT
CDKN2Ap14ARF	MTAP	1	CNA
TP63	MAP3K13	1	CNA
EPHA5	POLE	1	MUT
WHSC1L1	HNF1A	1	CNA
FLT3	CDKN2Ap16INK4A	1	CNA
CBFB	RB1	1	MUT
NOTCH3	INHBA	1	MUT
AGO2	PIK3C2G	1	MUT
GLI1	LATS2	1	MUT
BCOR	PDGFRA	1	MUT
TET2	CSF3R	1	MUT
NCOA3	TBX3	1	MUT
NCOR1	LATS1	1	MUT
MAP3K13	NFE2L2	1	CNA
SETDB1	RIT1	1	CNA
CSF1R	DIS3	1	MUT
KMT2A	HNF1A	1	MUT
IL10	KEAP1	1	MUT
CDKN2B	H3-4	1	CNA
PTCH1	MST1R	1	MUT
KMT2A	CYSLTR2	1	MUT
NBN	CEBPA	1	MUT
ATM	MLL2	1	MUT
ATRX	PTCH1	1	MUT
CD79B	CSF3R	1	MUT
PRKCI	DCUN1D1	1	CNA
PAK7	PTPRT	1	MUT
NFKBIA	NKX2-1	1	CNA
BCOR	ZFHX3	1	MUT
POLE	TSC2	1	MUT
AKT3	PGR	1	MUT
XPO1	REL	1	CNA
PDGFRA	KIT	1	CNA
AMER1	RUNX1	1	MUT
MCL1	HIST2H3D	1	CNA
PREX2	EPHA5	1	MUT
PIK3CB	FOXL2	1	CNA
MCL1	SETDB1	1	CNA
PIK3CA	ERBB3	1	MUT
ATRX	NTRK3	1	MUT
CCND2	RAD52	1	CNA
TET1	POLE	1	MUT
MYC	RB1	1	CNA
PTPRD	ZFHX3	1	MUT
CREBBP	IKBKE	1	MUT
KDR	REST	1	CNA
KIT	MYCN	1	MUT
TP63	AKT2	1	CNA
MSH6	HIST1H3G	1	MUT
FAM46C	GRIN2A	1	MUT
ID3	JAK1	1	CNA
PDGFRA	TET1	1	MUT
GATA3	SMARCA4	1	MUT
TBX3	SOX17	1	MUT
MYC	RAD21	1	CNA
NTRK3	EPHB1	1	MUT
EPHA7	EPHA3	1	MUT
WHSC1	GATA1	1	CNA
TOP1	SRC	1	CNA
CDKN2A	CDKN2B	1	CNA
KEAP1	TBX3	1	MUT
ESR1	GLI1	1	MUT
DCUN1D1	SOX2	1	CNA
FOXP1	RYBP	1	CNA
MAP3K13	EIF4A2	1	CNA
IRS2	TSC1	1	MUT
TSHR	SETD2	1	MUT
TP53	KMT2D	1	MUT
FGF3	CCND1	1	CNA
WWTR1	DCUN1D1	1	CNA
TP63	KMT2D	1	MUT
FH	RECQL	1	MUT
DNMT3A	CSF3R	1	MUT
MGA	ALOX12B	1	MUT
FGFR1	NSD3	1	CNA
PIK3CG	TP53	1	MUT
APC	DNMT1	1	MUT
ETV6	SLX4	1	MUT
NFE2L2	NOTCH4	1	MUT
ERBB4	SMAD4	1	MUT
RBM10	TBX3	1	MUT
MYC	NSD1	1	CNA
DCUN1D1	EIF4A2	1	CNA
MDC1	NF2	1	MUT
KRAS	STK11	1	MUT
ALB	PIK3CG	1	MUT
PREX2	RXRA	1	MUT
CCNE1	KMT2B	1	CNA
CSF3R	CREBBP	1	MUT
KEAP1	KRAS	1	MUT
BRCA2	CDKN2Ap14ARF	1	CNA
CEBPA	DCUN1D1	1	CNA
PRKCI	TP53	1	MUT
WWTR1	BCL6	1	CNA
DDR2	MSH6	1	MUT
TP63	DCUN1D1	1	CNA
WWTR1	FOXL2	1	CNA
PTPRD	AXIN2	1	MUT
AR	WWTR1	1	CNA
DNMT3A	TET2	1	MUT
CDKN2Ap16INK4A	CDKN2B	1	CNA
IL7R	DROSHA	1	CNA
HGF	NRAS	1	MUT
BCL6	EIF4A2	1	CNA
CTNNB1	DOT1L	1	MUT
PIK3CG	NF1	1	MUT
PDGFRA	REST	1	CNA
ANKRD11	SOX9	1	MUT
PTPRD	TP53	1	MUT
CD79A	PGR	1	MUT
CDKN2Ap14ARF	CDKN2Ap16INK4A	1	CNA
GLI1	TGFBR2	1	MUT
DDR2	PDGFRA	1	MUT
PTPRD	ATM	1	MUT
PGR	ERBB3	1	MUT
RAC1	CREBBP	1	MUT
KMT2B	CTCF	1	MUT
CDH1	TET1	1	MUT
LATS2	SOX17	1	MUT
CCNE1	IL7R	1	CNA
NBN	RAD21	1	CNA
FAM46C	CREBBP	1	MUT
BRCA2	WT1	1	MUT
BRCA2	CDKN2B	1	CNA
PIK3CA	SOX2	1	CNA
CSF3R	STAG2	1	MUT
AGO2	KDM5C	1	CNA
FGF19	FGF4	1	CNA
DNMT3A	NCOR1	1	MUT
AGO2	RECQL4	1	CNA
PTPRD	NOTCH4	1	MUT
MYOD1	EPHA7	1	MUT
NTRK3	MLH1	1	MUT
H3C14	MCL1	1	CNA
DNMT3A	BCOR	1	MUT
FGFR4	AXL	1	MUT
PTPRT	KNSTRN	1	MUT
TET1	INPP4A	1	MUT
PHOX2B	FGF3	1	MUT
HGF	NOTCH4	1	MUT
MAP3K13	TP53	1	MUT
GATA2	SETD2	1	MUT
NFE2L2	XPO1	1	CNA
CSF1R	CYSLTR2	1	MUT
CDKN2Ap14ARF	TEK	1	CNA
RAD21	PRDM14	1	CNA
ERBB4	BARD1	1	MUT
BCL6	TP53	1	MUT
PTCH1	SMO	1	MUT
CD79B	EPHA3	1	MUT
ROS1	KMT2D	1	MUT
KMT2B	NTRK3	1	MUT
MAP3K13	WWTR1	1	CNA
PTPRD	TET1	1	MUT
ASXL1	FANCA	1	MUT
YES1	SMO	1	MUT
PTPRD	TBX3	1	MUT
KMT2A	EPHB1	1	MUT
PGR	SMAD2	1	MUT
CCND1	EPCAM	1	CNA
CD79A	FGFR4	1	MUT
AKT3	CD79A	1	MUT
MTAP	FH	1	CNA
SMO	MYCN	1	MUT
TP63	NFE2L2	1	CNA
KIT	TNFAIP3	1	MUT
WWTR1	NFE2L2	1	CNA
CEBPA	MAP3K13	1	CNA
MAP3K13	PIK3CA	1	CNA
AKT1	BTK	1	CNA
CDKN2Ap14ARF	CDKN2B	1	CNA
ERBB4	TERT	1	MUT
CD79A	SLX4	1	MUT
YES1	DDR2	1	MUT
PTPRD	TSHR	1	MUT
EIF4A2	SOX2	1	CNA
EPHA7	ATM	1	MUT
PDGFRA	IRF4	1	MUT
TP53	RASA1	1	MUT
PTPRD	SHQ1	1	MUT
CCND1	FGF4	1	CNA
FAT1	IL7R	1	MUT
AGO2	TP63	1	CNA
BCL6	DCUN1D1	1	CNA
AKT2	CCNE1	1	CNA
GRIN2A	EPHA3	1	MUT
AGO2	MYC	1	CNA
PHOX2B	DDR2	1	MUT
IRS2	PBRM1	1	MUT
RB1	RPTOR	1	MUT
TP53	NFE2L2	1	MUT
DDR2	NTRK3	1	MUT
MGA	EPHA3	1	MUT
ATRX	ERBB4	1	MUT
KDM6A	CREBBP	1	MUT
PIK3CG	WT1	1	MUT
MET	SYK	1	CNA
BCOR	EPHA5	1	MUT
IRS1	KEAP1	1	MUT
MCL1	RIT1	1	CNA
ASXL1	TET2	1	MUT
BCL6	PIK3CA	1	CNA
ABL1	ARID1B	1	MUT
PIK3C2G	TP53	1	MUT
PIK3C2G	IRS1	1	MUT
TP63	CEBPA	1	CNA
EPHB1	STAT5B	1	MUT
FANCA	MST1R	1	MUT
IL7R	TRIP13	1	CNA
CARD11	RAC1	1	CNA
SPEN	FGFR1	1	MUT
AXL	IRS1	1	MUT
PIK3CG	PTPRT	1	MUT
FGF3	NOTCH3	1	MUT
PIK3C3	PPM1D	1	MUT
PTPRD	TEK	1	MUT
PIK3C2G	CREBBP	1	MUT
BCOR	CD274	1	CNA
FLT3	PHOX2B	1	MUT
ZFHX3	MDC1	1	MUT
DROSHA	TRIP13	1	CNA
BRCA2	GRIN2A	1	MUT
H3F3C	PIK3CD	1	MUT
FLT3	ERCC2	1	MUT
KDM6A	ZRSR2	1	CNA
SPRED1	STK11	1	MUT
MITF	RYBP	1	CNA
MTOR	SESN2	1	MUT
ESR1	PTPRD	1	MUT
CDK4	GLI1	1	CNA
SOX2	CDKN2A	1	CNA
CDKN2Ap14ARF	DICER1	1	CNA
DCUN1D1	NFE2L2	1	CNA
SDHA	DROSHA	1	CNA
FAT1	INHBA	1	MUT
SDHA	RASA1	1	MUT
ASXL2	ERCC3	1	MUT
ERCC3	GRIN2A	1	MUT
TP53	EPHB1	1	MUT
INPPL1	CREBBP	1	MUT
MED12	PPARG	1	MUT
PIK3CG	STAT5B	1	MUT
MYC	YES1	1	CNA
PMS2	RAC1	1	CNA
ABL1	AMER1	1	MUT
PREX2	ELF3	1	MUT
PRKCI	CDKN2A	1	CNA
PTPRD	BRIP1	1	MUT
PIK3CG	RECQL	1	MUT
WHSC1	FGFR3	1	CNA
CEBPA	NUP93	1	CNA
ARID5B	AXL	1	MUT
NF1	PREX2	1	MUT
MED12	NOTCH1	1	MUT
WT1	MSH6	1	MUT
PTPRT	KDM5A	1	MUT
BRCA2	CDKN2Ap16INK4A	1	CNA
TP53	RB1	1	MUT
PTPRD	PDGFRA	1	MUT
MCL1	SDHC	1	CNA
BCL6	FGF3	1	CNA
BCL2L1	DNMT3B	1	CNA
TP63	EIF4A2	1	CNA
AXIN2	DNMT1	1	MUT
WWTR1	EIF4A2	1	CNA
CD74	ROS1	1	SV
DAXX	KMT2D	1	MUT
SLX4	GATA2	1	MUT
CUL3	PMS1	1	MUT
PRKCI	BCL6	1	CNA
EPCAM	FGF4	1	CNA
SOX9	PTPRT	1	MUT
INPPL1	GRIN2A	1	MUT
TERT	TRIP13	1	CNA
HGF	NCOR1	1	MUT
FGFR1	HNF1A	1	CNA
KMT2A	ATRX	1	MUT
SOX9	IRS2	1	MUT
TET2	NOTCH3	1	MUT
EPHA3	MLH1	1	MUT
BCL6	SOX2	1	CNA
KDM5C	RHOA	1	MUT
CTCF	EPHB1	1	MUT
KMT2A	NTRK3	1	MUT
WT1	POT1	1	MUT
IL10	PIK3C3	1	MUT
ARID2	FAM46C	1	MUT
PIK3CG	FH	1	MUT
ZRSR2	BCOR	1	CNA
FANCA	BRD4	1	MUT
ZRSR2	GATA1	1	CNA
TSHR	BRD4	1	MUT
SDHA	CYSLTR2	1	CNA
MST1R	RICTOR	1	CNA
NF1	INPP4B	1	MUT
ZFHX3	FBXW7	1	MUT
TSHR	EPHA3	1	MUT
CDKN2Ap16INK4A	DICER1	1	CNA
SPEN	ID3	1	CNA
HGF	TP53	1	MUT
KDM6A	GATA1	1	CNA
EPHB1	KMT2D	1	MUT
FGF3	FGF4	1	CNA
SDHA	ZFHX3	1	MUT
MAP3K13	WHSC1L1	1	MUT
RTEL1	GNAS	1	CNA
MAP3K1	NTRK2	1	MUT
MGA	TET2	1	MUT
RB1	PDCD1	1	CNA
CCND1	RPS6KB2	1	CNA
GRIN2A	GLI1	1	MUT
TP53	FGFR1	1	MUT
DCUN1D1	CDKN2A	1	CNA
WHSC1L1	TP53	1	MUT
PTPRD	NTRK3	1	MUT
NRAS	VEGFA	1	MUT
ARID2	CDH1	1	MUT
MCL1	HIST2H3C	1	CNA
NTRK1	RIT1	1	CNA
WHSC1	DUSP4	1	CNA
ZFHX3	MLH1	1	MUT
TP63	PRKCI	1	CNA
AGO2	YES1	1	CNA
BARD1	IL10	1	MUT
PRKCI	NFE2L2	1	MUT
TCF3	U2AF1	1	MUT
TET1	NOTCH4	1	MUT
CDK4	MDM2	1	CNA
CDKN2B	MTAP	1	CNA
PIK3C2G	PTPRD	1	MUT
KIT	REST	1	CNA
CDKN2B	PIK3CB	1	CNA
TSHR	PIK3C3	1	MUT
AMER1	KMT2A	1	MUT
GRIN2A	LATS2	1	MUT
ERBB4	JUN	1	MUT
AR	ZRSR2	1	CNA
YES1	FANCA	1	MUT
GLI1	NCOR1	1	MUT
TET1	DAXX	1	MUT
KMT2B	EPHB1	1	MUT
KDM5C	TBX3	1	MUT
CDH1	ROS1	1	MUT
TET2	KNSTRN	1	MUT
PRKCI	CUL3	1	MUT
CDKN2Ap16INK4A	TEK	1	CNA
MGA	HIST1H3D	1	MUT
PIK3C2G	KEAP1	1	MUT
CYSLTR2	TERT	1	CNA
ATM	DDR2	1	MUT
FGFR4	NSD1	1	CNA
CD79A	IL7R	1	MUT
