Gene_A	Gene_B	Edge_Multiplexity	Active_Omics
FGFR1	RAD21	1	CNA
TP53	DIS3	1	MUT
FBXW7	NOTCH2	1	MUT
BRCA1	RPTOR	1	MUT
SLX4	PTEN	1	MUT
MLL3	PBRM1	1	MUT
AGO2	MYC	1	CNA
PDCD1	PMS1	1	MUT
PTPRD	TP53	1	MUT
ALK	EP300	1	MUT
PAK7	NOTCH2	1	MUT
CUL3	NF1	1	MUT
NF1	MDC1	1	MUT
DIS3	FGFR3	1	MUT
RAD21	WHSC1L1	1	CNA
FGFR4	PTPRT	1	MUT
RAD52	RECQL	1	CNA
EPAS1	TSC1	1	MUT
MYC	TCEB1	1	CNA
AXIN2	XPO1	1	MUT
CDKN1B	CDKN2Ap16INK4A	1	CNA
FGFR1	RECQL4	1	CNA
PTPRD	NF1	1	MUT
TP53	INPPL1	1	MUT
NF1	DIS3	1	MUT
PDGFRA	MDC1	1	MUT
CIC	PARP1	1	MUT
TET1	NCOA3	1	MUT
ARID1A	MALT1	1	MUT
B2M	PAK7	1	MUT
LATS1	SETD2	1	MUT
GATA1	ZRSR2	1	CNA
POT1	WT1	1	MUT
KDM5A	RECQL	1	CNA
CDKN1B	ETV6	1	CNA
SDHA	TERT	1	CNA
ERCC2	NTRK2	1	MUT
CREBBP	KEAP1	1	MUT
SMO	TP63	1	MUT
DNAJB1	PIK3CA	1	MUT
IRS2	FBXW7	1	MUT
RECQL4	WHSC1L1	1	CNA
DROSHA	SDHA	1	CNA
CCND1	FGF3	1	CNA
CTCF	IL7R	1	MUT
FLT1	KIT	1	MUT
CDKN2B	SMARCA4	1	CNA
PTPRT	MLL3	1	MUT
FOXA1	NFKBIA	1	CNA
H3C14	RIT1	1	CNA
EPHA3	HGF	1	MUT
AR	EPHA3	1	MUT
EPHA3	TSHR	1	MUT
CSF1R	NOTCH4	1	MUT
PIK3C2G	MDC1	1	MUT
EPHA5	GRIN2A	1	MUT
BRCA1	IRS1	1	MUT
FYN	PNRC1	1	CNA
ROS1	PHOX2B	1	MUT
CDKN2Ap14ARF	RTEL1	1	CNA
NFKBIA	NKX2-1	1	CNA
MED12	RUNX1	1	MUT
FGFR4	MYCN	1	MUT
CDKN2B	CDKN1B	1	CNA
CDKN2Ap16INK4A	CDKN2A	1	CNA
MCL1	RIT1	1	CNA
RB1	YES1	1	MUT
TET1	IRS2	1	MUT
FOXA1	MGA	1	MUT
MCL1	SETDB1	1	CNA
CDKN2B	CDKN2Ap14ARF	1	CNA
FAT1	PPM1D	1	MUT
B2M	TP53	1	MUT
EPHA7	SF3B1	1	MUT
AGO2	RAD21	1	CNA
RICTOR	SDHA	1	CNA
ETV6	CDKN2Ap16INK4A	1	CNA
XPO1	FGFR4	1	MUT
ARID5B	NTRK1	1	MUT
EIF1AX	CDKN2Ap16INK4A	1	CNA
FAT1	POLE	1	MUT
CDKN2B	CDKN2Ap16INK4A	1	CNA
CDKN1B	RECQL	1	CNA
CDKN1B	CDKN2Ap14ARF	1	CNA
NOTCH4	DNMT3A	1	MUT
CDKN2Ap14ARF	CDKN2A	1	CNA
CDK4	MDM2	1	CNA
PTPRD	RB1	1	MUT
PRDM1	KLF4	1	MUT
CCND2	CDKN1B	1	CNA
KMT2B	FAT1	1	MUT
MLL2	NEGR1	1	MUT
CIC	TET1	1	MUT
RAC1	PMS2	1	CNA
PAK7	TP53	1	MUT
BCL2	CDKN2B	1	CNA
CIC	FAT1	1	MUT
FGFR1	WHSC1L1	1	CNA
ASXL1	FOXO1	1	MUT
MTOR	EPAS1	1	MUT
PLK2	PPP2R1A	1	MUT
CDKN2B	MTAP	1	CNA
AGO2	FGFR1	1	CNA
CDKN1B	RAD52	1	CNA
NTRK1	SDHC	1	CNA
CCND2	RAD52	1	CNA
RPTOR	CIC	1	MUT
CCND2	RECQL	1	CNA
PDGFRA	FAT1	1	MUT
DIS3	MAP2K4	1	MUT
MAP2K4	MDC1	1	MUT
MTOR	TSC1	1	MUT
H3F3C	RAD52	1	CNA
FYN	PRDM1	1	CNA
CDKN1B	KDM5A	1	CNA
CIC	PAK1	1	MUT
MSH6	PIK3R1	1	MUT
CARD11	DNMT1	1	MUT
AXIN2	CCND2	1	MUT
HGF	EPHA5	1	MUT
SDHB	U2AF1	1	MUT
ATR	PTPRD	1	MUT
CCND2	ETV6	1	CNA
CCND3	PIM1	1	CNA
CHEK2	PTCH1	1	MUT
PIK3C3	MDC1	1	MUT
CDKN2Ap14ARF	MTAP	1	CNA
NFKBIA	PRKD1	1	CNA
ARAF	BTK	1	MUT
IL10	KMT2D	1	MUT
PARK2	INPP4B	1	MUT
FOXA1	NKX2-1	1	CNA
CDKN2B	TEK	1	CNA
ETV6	RAD52	1	CNA
CBL	PDGFRA	1	MUT
PRDM1	PNRC1	1	CNA
PAK1	PARP1	1	MUT
NEGR1	SPEN	1	MUT
KMT2B	LATS2	1	MUT
MYC	NKX3-1	1	CNA
CCND1	FGF4	1	CNA
CDKN2Ap16INK4A	RTEL1	1	CNA
KEAP1	STK11	1	MUT
PMS1	PTEN	1	MUT
ETV6	CDKN2Ap14ARF	1	CNA
IL7R	SDHA	1	CNA
GRIN2A	SRSF2	1	MUT
PTCH1	GSK3B	1	MUT
EIF1AX	ZRSR2	1	CNA
EZH1	KDM5C	1	MUT
GRIN2A	ROS1	1	MUT
TP53	PARK2	1	MUT
HGF	PARK2	1	MUT
H3C14	MCL1	1	CNA
IGF2	INPPL1	1	MUT
RTEL1	GNAS	1	CNA
EP300	MST1R	1	MUT
FGF19	FGF4	1	CNA
NKX3-1	DUSP4	1	CNA
